bank_txn_id,bank_date,evidence_category,category,override_applied,override_to_category,amount_cents,amount,debit_account,debit_reason,journal_entry_id
1372,2024-01-22,UNCLASSIFIED,UNCLASSIFIED,0,,738,7.38,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1372
1362,2024-01-23,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,11482,114.82,2000,clear_net_pay_payable,BANK_DEBIT_1362
1343,2024-01-29,UNCLASSIFIED,UNCLASSIFIED,0,,5352,53.52,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1343
1344,2024-01-29,UNCLASSIFIED,UNCLASSIFIED,0,,1179,11.79,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1344
1345,2024-01-29,UNCLASSIFIED,UNCLASSIFIED,0,,1107,11.07,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1345
1346,2024-01-29,UNCLASSIFIED,UNCLASSIFIED,0,,3013,30.13,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1346
1347,2024-01-29,UNCLASSIFIED,UNCLASSIFIED,0,,148980,1489.80,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1347
1348,2024-01-29,UNCLASSIFIED,UNCLASSIFIED,0,,2588,25.88,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1348
1349,2024-01-29,UNCLASSIFIED,UNCLASSIFIED,0,,4823,48.23,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1349
1350,2024-01-29,REIMBURSEMENT,REIMBURSEMENT,0,,4000,40.00,2400,clear_due_to_shareholder,BANK_DEBIT_1350
1351,2024-01-29,REIMBURSEMENT,REIMBURSEMENT,0,,86250,862.50,2400,clear_due_to_shareholder,BANK_DEBIT_1351
1352,2024-01-29,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,62134,621.34,2000,clear_net_pay_payable,BANK_DEBIT_1352
1353,2024-01-29,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,27905,279.05,2000,clear_net_pay_payable,BANK_DEBIT_1353
1341,2024-01-30,UNCLASSIFIED,UNCLASSIFIED,0,,152197,1521.97,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1341
1333,2024-02-01,UNCLASSIFIED,UNCLASSIFIED,0,,6780,67.80,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1333
1334,2024-02-01,UNCLASSIFIED,UNCLASSIFIED,0,,4001,40.01,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1334
1335,2024-02-01,UNCLASSIFIED,UNCLASSIFIED,0,,187393,1873.93,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1335
1336,2024-02-01,UNCLASSIFIED,UNCLASSIFIED,0,,14038,140.38,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1336
1337,2024-02-01,UNCLASSIFIED,UNCLASSIFIED,0,,43474,434.74,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1337
1329,2024-02-05,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,16975,169.75,2000,clear_net_pay_payable,BANK_DEBIT_1329
1323,2024-02-07,REIMBURSEMENT,REIMBURSEMENT,0,,40000,400.00,2410,clear_due_to_shareholder,BANK_DEBIT_1323
1324,2024-02-07,REIMBURSEMENT,REIMBURSEMENT,0,,20000,200.00,2400,clear_due_to_shareholder,BANK_DEBIT_1324
1325,2024-02-07,UNCLASSIFIED,UNCLASSIFIED,0,,8203,82.03,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1325
1326,2024-02-07,UNCLASSIFIED,UNCLASSIFIED,0,,20593,205.93,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1326
1314,2024-02-12,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,72668,726.68,2000,clear_net_pay_payable,BANK_DEBIT_1314
1315,2024-02-12,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,24085,240.85,2000,clear_net_pay_payable,BANK_DEBIT_1315
1316,2024-02-12,REIMBURSEMENT,REIMBURSEMENT,0,,4140,41.40,2400,clear_due_to_shareholder,BANK_DEBIT_1316
1317,2024-02-12,REIMBURSEMENT,REIMBURSEMENT,0,,5743,57.43,2400,clear_due_to_shareholder,BANK_DEBIT_1317
1318,2024-02-12,UNCLASSIFIED,UNCLASSIFIED,0,,24971,249.71,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1318
1307,2024-02-19,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,28598,285.98,2000,clear_net_pay_payable,BANK_DEBIT_1307
1284,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,22942,229.42,2410,clear_due_to_shareholder,BANK_DEBIT_1284
1285,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,2069,20.69,2410,clear_due_to_shareholder,BANK_DEBIT_1285
1286,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,2000,20.00,2400,clear_due_to_shareholder,BANK_DEBIT_1286
1287,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,110000,1100.00,2410,clear_due_to_shareholder,BANK_DEBIT_1287
1288,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,5130,51.30,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1288
1289,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,11982,119.82,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1289
1290,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,13336,133.36,2400,clear_due_to_shareholder,BANK_DEBIT_1290
1291,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,5292,52.92,2400,clear_due_to_shareholder,BANK_DEBIT_1291
1292,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,224931,2249.31,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1292
1293,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,1300,13.00,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1293
1294,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,16663,166.63,2400,clear_due_to_shareholder,BANK_DEBIT_1294
1295,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,10554,105.54,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1295
1296,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,36076,360.76,2400,clear_due_to_shareholder,BANK_DEBIT_1296
1297,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,2370,23.70,2400,clear_due_to_shareholder,BANK_DEBIT_1297
1298,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,5996,59.96,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1298
1299,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,1147,11.47,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1299
1300,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,3619,36.19,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1300
1301,2024-02-22,REIMBURSEMENT,REIMBURSEMENT,0,,5061,50.61,2400,clear_due_to_shareholder,BANK_DEBIT_1301
1302,2024-02-22,UNCLASSIFIED,UNCLASSIFIED,0,,96143,961.43,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1302
1270,2024-02-26,UNCLASSIFIED,UNCLASSIFIED,0,,5988,59.88,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1270
1271,2024-02-26,UNCLASSIFIED,UNCLASSIFIED,0,,2995,29.95,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1271
1272,2024-02-26,UNCLASSIFIED,UNCLASSIFIED,0,,9897,98.97,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1272
1273,2024-02-26,REIMBURSEMENT,REIMBURSEMENT,0,,13576,135.76,2400,clear_due_to_shareholder,BANK_DEBIT_1273
1274,2024-02-26,UNCLASSIFIED,UNCLASSIFIED,0,,4796,47.96,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1274
1275,2024-02-26,UNCLASSIFIED,UNCLASSIFIED,0,,38101,381.01,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1275
1278,2024-02-26,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,89362,893.62,2000,clear_net_pay_payable,BANK_DEBIT_1278
1279,2024-02-26,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,24611,246.11,2000,clear_net_pay_payable,BANK_DEBIT_1279
1280,2024-02-26,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,7319,73.19,2000,clear_net_pay_payable,BANK_DEBIT_1280
1268,2024-02-27,UNCLASSIFIED,UNCLASSIFIED,0,,166598,1665.98,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1268
1266,2024-02-28,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,1759,17.59,2000,clear_net_pay_payable,BANK_DEBIT_1266
1258,2024-03-04,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,20002,200.02,2000,clear_net_pay_payable,BANK_DEBIT_1258
1260,2024-03-04,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,11162,111.62,2000,clear_net_pay_payable,BANK_DEBIT_1260
1247,2024-03-06,REIMBURSEMENT,REIMBURSEMENT,0,,80499,804.99,2400,clear_due_to_shareholder,BANK_DEBIT_1247
1248,2024-03-06,REIMBURSEMENT,REIMBURSEMENT,0,,15072,150.72,2400,clear_due_to_shareholder,BANK_DEBIT_1248
1249,2024-03-06,UNCLASSIFIED,UNCLASSIFIED,0,,1207,12.07,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1249
1250,2024-03-06,UNCLASSIFIED,UNCLASSIFIED,0,,4352,43.52,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1250
1251,2024-03-06,REIMBURSEMENT,REIMBURSEMENT,0,,8954,89.54,2400,clear_due_to_shareholder,BANK_DEBIT_1251
1252,2024-03-06,UNCLASSIFIED,UNCLASSIFIED,0,,2130,21.30,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1252
1253,2024-03-06,REIMBURSEMENT,REIMBURSEMENT,0,,29892,298.92,2400,clear_due_to_shareholder,BANK_DEBIT_1253
1254,2024-03-06,UNCLASSIFIED,UNCLASSIFIED,0,,123876,1238.76,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1254
1243,2024-03-08,REIMBURSEMENT,REIMBURSEMENT,0,,36432,364.32,2410,clear_due_to_shareholder,BANK_DEBIT_1243
1228,2024-03-11,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,130538,1305.38,2000,clear_net_pay_payable,BANK_DEBIT_1228
1229,2024-03-11,REIMBURSEMENT,REIMBURSEMENT,0,,4812,48.12,2400,clear_due_to_shareholder,BANK_DEBIT_1229
1230,2024-03-11,REIMBURSEMENT,REIMBURSEMENT,0,,3169,31.69,2400,clear_due_to_shareholder,BANK_DEBIT_1230
1231,2024-03-11,REIMBURSEMENT,REIMBURSEMENT,0,,820,8.20,2400,clear_due_to_shareholder,BANK_DEBIT_1231
1232,2024-03-11,REIMBURSEMENT,REIMBURSEMENT,0,,2005,20.05,2400,clear_due_to_shareholder,BANK_DEBIT_1232
1233,2024-03-11,REIMBURSEMENT,REIMBURSEMENT,0,,927,9.27,2400,clear_due_to_shareholder,BANK_DEBIT_1233
1234,2024-03-11,REIMBURSEMENT,REIMBURSEMENT,0,,5573,55.73,2400,clear_due_to_shareholder,BANK_DEBIT_1234
1235,2024-03-11,UNCLASSIFIED,UNCLASSIFIED,0,,2194,21.94,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1235
1236,2024-03-11,UNCLASSIFIED,UNCLASSIFIED,0,,14362,143.62,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1236
1238,2024-03-11,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,38882,388.82,2000,clear_net_pay_payable,BANK_DEBIT_1238
1239,2024-03-11,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,22332,223.32,2000,clear_net_pay_payable,BANK_DEBIT_1239
1240,2024-03-11,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,16879,168.79,2000,clear_net_pay_payable,BANK_DEBIT_1240
1223,2024-03-12,REIMBURSEMENT,REIMBURSEMENT,0,,17250,172.50,2410,clear_due_to_shareholder,BANK_DEBIT_1223
1224,2024-03-12,REIMBURSEMENT,REIMBURSEMENT,0,,22770,227.70,2410,clear_due_to_shareholder,BANK_DEBIT_1224
1225,2024-03-12,REIMBURSEMENT,REIMBURSEMENT,0,,86250,862.50,2400,clear_due_to_shareholder,BANK_DEBIT_1225
1216,2024-03-14,UNCLASSIFIED,UNCLASSIFIED,0,,63249,632.49,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1216
1217,2024-03-14,UNCLASSIFIED,UNCLASSIFIED,0,,4595,45.95,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1217
1218,2024-03-14,REIMBURSEMENT,REIMBURSEMENT,0,,13551,135.51,2400,clear_due_to_shareholder,BANK_DEBIT_1218
1219,2024-03-14,UNCLASSIFIED,UNCLASSIFIED,0,,161259,1612.59,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1219
1212,2024-03-18,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,16975,169.75,2000,clear_net_pay_payable,BANK_DEBIT_1212
1213,2024-03-18,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,18945,189.45,2000,clear_net_pay_payable,BANK_DEBIT_1213
1204,2024-03-20,UNCLASSIFIED,UNCLASSIFIED,0,,5421,54.21,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1204
1205,2024-03-20,UNCLASSIFIED,UNCLASSIFIED,0,,4383,43.83,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1205
1206,2024-03-20,UNCLASSIFIED,UNCLASSIFIED,0,,22743,227.43,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1206
1207,2024-03-20,UNCLASSIFIED,UNCLASSIFIED,0,,18239,182.39,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1207
1208,2024-03-20,UNCLASSIFIED,UNCLASSIFIED,0,,13328,133.28,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1208
1193,2024-03-25,UNCLASSIFIED,UNCLASSIFIED,0,,4118,41.18,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1193
1194,2024-03-25,UNCLASSIFIED,UNCLASSIFIED,0,,23656,236.56,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1194
1195,2024-03-25,UNCLASSIFIED,UNCLASSIFIED,0,,132574,1325.74,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1195
1196,2024-03-25,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,7904,79.04,2000,clear_net_pay_payable,BANK_DEBIT_1196
1197,2024-03-25,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,127717,1277.17,2000,clear_net_pay_payable,BANK_DEBIT_1197
1198,2024-03-25,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,26363,263.63,2000,clear_net_pay_payable,BANK_DEBIT_1198
1199,2024-03-25,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,15102,151.02,2000,clear_net_pay_payable,BANK_DEBIT_1199
1189,2024-03-26,REIMBURSEMENT,REIMBURSEMENT,0,,13475,134.75,2400,clear_due_to_shareholder,BANK_DEBIT_1189
1190,2024-03-26,REIMBURSEMENT,REIMBURSEMENT,0,,3146,31.46,2400,clear_due_to_shareholder,BANK_DEBIT_1190
1179,2024-04-02,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,4909,49.09,2000,clear_net_pay_payable,BANK_DEBIT_1179
1173,2024-04-04,REIMBURSEMENT,REIMBURSEMENT,0,,11141,111.41,2400,clear_due_to_shareholder,BANK_DEBIT_1173
1174,2024-04-04,UNCLASSIFIED,UNCLASSIFIED,0,,81189,811.89,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1174
1175,2024-04-04,UNCLASSIFIED,UNCLASSIFIED,0,,125173,1251.73,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1175
1163,2024-04-08,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,106527,1065.27,2000,clear_net_pay_payable,BANK_DEBIT_1163
1164,2024-04-08,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,7319,73.19,2000,clear_net_pay_payable,BANK_DEBIT_1164
1165,2024-04-08,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,11931,119.31,2000,clear_net_pay_payable,BANK_DEBIT_1165
1166,2024-04-08,REIMBURSEMENT,REIMBURSEMENT,0,,5013,50.13,2400,clear_due_to_shareholder,BANK_DEBIT_1166
1167,2024-04-08,UNCLASSIFIED,UNCLASSIFIED,0,,20378,203.78,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1167
1168,2024-04-08,UNCLASSIFIED,UNCLASSIFIED,0,,10735,107.35,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1168
1169,2024-04-08,UNCLASSIFIED,UNCLASSIFIED,0,,1995,19.95,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1169
1155,2024-04-12,UNCLASSIFIED,UNCLASSIFIED,0,,2743,27.43,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1155
1156,2024-04-12,UNCLASSIFIED,UNCLASSIFIED,0,,1446,14.46,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1156
1157,2024-04-12,UNCLASSIFIED,UNCLASSIFIED,0,,66747,667.47,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1157
1158,2024-04-12,UNCLASSIFIED,UNCLASSIFIED,0,,16862,168.62,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1158
1152,2024-04-15,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,25705,257.05,2000,clear_net_pay_payable,BANK_DEBIT_1152
1153,2024-04-15,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,23339,233.39,2000,clear_net_pay_payable,BANK_DEBIT_1153
1144,2024-04-16,UNCLASSIFIED,UNCLASSIFIED,0,,13611,136.11,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1144
1145,2024-04-16,UNCLASSIFIED,UNCLASSIFIED,0,,2988,29.88,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1145
1146,2024-04-16,UNCLASSIFIED,UNCLASSIFIED,0,,3515,35.15,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1146
1147,2024-04-16,UNCLASSIFIED,UNCLASSIFIED,0,,23121,231.21,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1147
1148,2024-04-16,REIMBURSEMENT,REIMBURSEMENT,0,,40250,402.50,2400,clear_due_to_shareholder,BANK_DEBIT_1148
1149,2024-04-16,REIMBURSEMENT,REIMBURSEMENT,0,,12325,123.25,2400,clear_due_to_shareholder,BANK_DEBIT_1149
1131,2024-04-22,REIMBURSEMENT,REIMBURSEMENT,0,,48499,484.99,2410,clear_due_to_shareholder,BANK_DEBIT_1131
1132,2024-04-22,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,84409,844.09,2000,clear_net_pay_payable,BANK_DEBIT_1132
1133,2024-04-22,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,17823,178.23,2000,clear_net_pay_payable,BANK_DEBIT_1133
1134,2024-04-22,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,29754,297.54,2000,clear_net_pay_payable,BANK_DEBIT_1134
1135,2024-04-22,UNCLASSIFIED,UNCLASSIFIED,0,,6549,65.49,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1135
1136,2024-04-22,UNCLASSIFIED,UNCLASSIFIED,0,,2892,28.92,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1136
1137,2024-04-22,UNCLASSIFIED,UNCLASSIFIED,0,,9492,94.92,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1137
1127,2024-04-23,UNCLASSIFIED,UNCLASSIFIED,0,,22259,222.59,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1127
1124,2024-04-30,UNCLASSIFIED,UNCLASSIFIED,0,,12818,128.18,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1124
1118,2024-05-06,UNCLASSIFIED,UNCLASSIFIED,0,,20989,209.89,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1118
1119,2024-05-06,UNCLASSIFIED,UNCLASSIFIED,0,,6328,63.28,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1119
1120,2024-05-06,UNCLASSIFIED,UNCLASSIFIED,0,,1990,19.90,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1120
1113,2024-05-07,RENT_REIMBURSEMENT,RENT_REIMBURSEMENT,0,,40250,402.50,2400,clear_due_to_shareholder,BANK_DEBIT_1113
1114,2024-05-07,RENT_REIMBURSEMENT,RENT_REIMBURSEMENT,0,,40250,402.50,2400,clear_due_to_shareholder,BANK_DEBIT_1114
1115,2024-05-07,UNCLASSIFIED,UNCLASSIFIED,0,,2008,20.08,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1115
1116,2024-05-07,UNCLASSIFIED,UNCLASSIFIED,0,,3194,31.94,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1116
1117,2024-05-07,UNCLASSIFIED,UNCLASSIFIED,0,,6284,62.84,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1117
1110,2024-05-09,CHANGE_FLOAT,CHANGE_FLOAT,0,,7000,70.00,1070,cash_float,BANK_DEBIT_1110
1111,2024-05-09,UNCLASSIFIED,UNCLASSIFIED,0,,85830,858.30,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1111
1109,2024-05-13,REIMBURSEMENT,REIMBURSEMENT,0,,1000,10.00,2400,clear_due_to_shareholder,BANK_DEBIT_1109
1102,2024-05-21,UNCLASSIFIED,UNCLASSIFIED,0,,8727,87.27,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1102
1103,2024-05-21,UNCLASSIFIED,UNCLASSIFIED,0,,6514,65.14,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1103
1104,2024-05-21,UNCLASSIFIED,UNCLASSIFIED,0,,7111,71.11,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1104
1097,2024-05-27,UNCLASSIFIED,UNCLASSIFIED,0,,2964,29.64,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1097
1098,2024-05-27,UNCLASSIFIED,UNCLASSIFIED,0,,8086,80.86,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1098
1096,2024-05-28,UNCLASSIFIED,UNCLASSIFIED,0,,28865,288.65,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1096
1093,2024-05-31,UNCLASSIFIED,UNCLASSIFIED,0,,3481,34.81,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1093
1094,2024-05-31,UNCLASSIFIED,UNCLASSIFIED,0,,21352,213.52,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1094
1085,2024-06-17,PAYROLL,SHAREHOLDER_PAYROLL,1,SHAREHOLDER_PAYROLL,432107,4321.07,2000,clear_net_pay_payable_match:Thomas McCrossin:2024-06-17,BANK_DEBIT_1085
1086,2024-06-17,LOAN_ISSUED,LOAN_ISSUED,0,,900000,9000.00,2500,due_from_shareholder,BANK_DEBIT_1086
1080,2024-07-09,CHANGE_FLOAT,CHANGE_FLOAT,0,,12500,125.00,1070,cash_float,BANK_DEBIT_1080
1079,2024-07-12,UNCLASSIFIED,UNCLASSIFIED,0,,2978,29.78,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1079
1077,2024-07-30,RENT_REIMBURSEMENT,RENT_REIMBURSEMENT,0,,40250,402.50,2410,clear_due_to_shareholder,BANK_DEBIT_1077
1074,2024-08-07,REIMBURSEMENT,REIMBURSEMENT,0,,10069,100.69,2400,clear_due_to_shareholder,BANK_DEBIT_1074
1071,2024-08-08,REIMBURSEMENT,REIMBURSEMENT,0,,1856,18.56,2400,clear_due_to_shareholder,BANK_DEBIT_1071
1072,2024-08-08,UNCLASSIFIED,UNCLASSIFIED,0,,13555,135.55,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1072
1073,2024-08-08,UNCLASSIFIED,UNCLASSIFIED,0,,1401,14.01,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1073
1066,2024-08-19,UNCLASSIFIED,UNCLASSIFIED,0,,10178,101.78,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1066
1067,2024-08-19,UNCLASSIFIED,UNCLASSIFIED,0,,23789,237.89,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1067
1068,2024-08-19,UNCLASSIFIED,UNCLASSIFIED,0,,108039,1080.39,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1068
1069,2024-08-19,REIMBURSEMENT,REIMBURSEMENT,0,,9538,95.38,2400,clear_due_to_shareholder,BANK_DEBIT_1069
1063,2024-08-30,CHANGE_FLOAT,CHANGE_FLOAT,0,,10500,105.00,1070,cash_float,BANK_DEBIT_1063
1064,2024-08-30,CHANGE_FLOAT,CHANGE_FLOAT,0,,9500,95.00,1070,cash_float,BANK_DEBIT_1064
1051,2024-09-03,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,7319,73.19,2000,clear_net_pay_payable,BANK_DEBIT_1051
1052,2024-09-03,REIMBURSEMENT,REIMBURSEMENT,0,,11500,115.00,2400,clear_due_to_shareholder,BANK_DEBIT_1052
1053,2024-09-03,UNCLASSIFIED,UNCLASSIFIED,0,,13054,130.54,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1053
1054,2024-09-03,UNCLASSIFIED,UNCLASSIFIED,0,,4053,40.53,2410,cc_payment_clear_due_to_shareholder:318,BANK_DEBIT_1054
1055,2024-09-03,REIMBURSEMENT,REIMBURSEMENT,0,,9474,94.74,2400,clear_due_to_shareholder,BANK_DEBIT_1055
1056,2024-09-03,UNCLASSIFIED,UNCLASSIFIED,0,,139042,1390.42,2410,cc_payment_clear_due_to_shareholder:154,BANK_DEBIT_1056
1057,2024-09-03,REIMBURSEMENT,REIMBURSEMENT,0,,3123,31.23,2410,clear_due_to_shareholder,BANK_DEBIT_1057
1058,2024-09-03,REIMBURSEMENT,REIMBURSEMENT,0,,10591,105.91,2400,clear_due_to_shareholder,BANK_DEBIT_1058
1059,2024-09-03,REIMBURSEMENT,REIMBURSEMENT,0,,43056,430.56,2410,clear_due_to_shareholder,BANK_DEBIT_1059
1060,2024-09-03,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,8183,81.83,2000,clear_net_pay_payable,BANK_DEBIT_1060
1061,2024-09-03,EMPLOYEE_PAYROLL,EMPLOYEE_PAYROLL,0,,7319,73.19,2000,clear_net_pay_payable,BANK_DEBIT_1061
