id,notification_id,invoice_number,tran_date,disc_date,due_date,customer_po,tran_amount_cents,disc_amount_cents,net_amount_cents,created_at,updated_at
2efdc437-2f8b-5d9b-b84f-7c17704b0266,eef580f1-0583-5ed2-85e3-377672cee31b,9006623852,2024-02-07,,2024-02-23,,46712,0,46712,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
f9615152-7ba2-52ba-8504-719c2be29772,eef580f1-0583-5ed2-85e3-377672cee31b,9006683806,2024-02-09,,2024-02-23,,10343,0,10343,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
1cf53fd6-c532-57cd-95cc-6f95a3dfdc85,3fe5a7d7-4dda-57c8-b63d-51cc52e56987,9006467889,2024-02-01,,2024-02-16,,93305,0,93305,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
a010f1b2-b393-5dfb-9369-6499abd915b4,8d695148-11b8-5918-9fd3-3a63d042d137,9006298062,2024-01-25,,2024-02-09,,87739,0,87739,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
6578a2ff-d501-5cd8-8146-405d353bd665,8d695148-11b8-5918-9fd3-3a63d042d137,9006305521,2024-01-25,,2024-02-09,,9718,0,9718,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
8a078659-8e9d-57e4-852f-cc381fa2a480,8d695148-11b8-5918-9fd3-3a63d042d137,9006340884,2024-01-26,,2024-02-09,,41676,0,41676,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e1efd9d9-da69-56c3-9640-36b9aa50df5a,a071535c-549f-593d-82ae-5530bed56be5,9006132497,2024-01-18,,2024-02-02,,60146,0,60146,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
5396dfc8-13fc-51ed-8276-319c9d73f780,00d7026e-0f9f-5956-8625-169ae580561b,9005873404,2024-01-08,,2024-01-26,,97709,0,97709,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
a5f6c8a5-84ab-50cf-9452-c8e4df4271eb,9a42a9e9-8cbc-54b4-b785-eac4d6510ad2,9005827880,2024-01-05,,2024-01-19,,68371,0,68371,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
d5536fb4-3704-5209-8de1-67a9d5847bef,1f1279d1-dc33-53f1-9c60-1079f9f91d09,9005693526,2023-12-29,,2024-01-12,,40934,0,40934,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
eb6a7f50-0e34-579a-b56c-ad14866e1842,d2656f26-b752-5a75-aaf6-122713d1371c,9009641376,2024-05-09,,2024-05-24,,89103,0,89103,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
334a037f-1d3b-5b00-882e-1e35426341e3,50ded7c1-f939-5474-8e12-11a9366b588c,2000800832,2023-12-18,,2024-01-05,9005357713,-68034,0,-68034,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
bbe86da8-b91d-5561-9a1d-39fbb48231c6,50ded7c1-f939-5474-8e12-11a9366b588c,9005510560,2023-12-19,,2024-01-05,,47583,0,47583,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
b8ad5728-83ca-5fd8-a40a-2569719ce3ac,6a2a802f-09db-507d-82f9-90976ad94c53,9005299395,2023-12-12,,2023-12-29,,63072,0,63072,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
09b7fd7d-223f-5712-9715-febfbd2bcfa2,6a2a802f-09db-507d-82f9-90976ad94c53,9005357713,2023-12-14,,2023-12-29,,155701,0,155701,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
263f8c20-35dc-51b9-835f-ca5040ad6241,2150a29e-b6a4-5e9c-b789-eab52456d9d0,9005163888,2023-12-07,,2023-12-22,,93692,0,93692,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
a726dded-7ebb-5786-87f9-c2c305c2091a,2150a29e-b6a4-5e9c-b789-eab52456d9d0,9005216555,2023-12-08,,2023-12-22,,46453,0,46453,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
fb28ead3-09b7-5627-b30d-8b53504792d1,d1b8a94d-98e6-5b45-8a53-9f9a7fcb2c6a,9005011016,2023-12-01,,2023-12-15,,45254,0,45254,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
45983823-5521-583d-8167-b2bab01ca56a,4d236c4f-c6b9-5216-a528-e0fe8e0c0af7,9004638160,2023-11-16,,2023-12-01,,96645,0,96645,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
0b272fd6-4782-583a-9412-3cb6a033899c,4d236c4f-c6b9-5216-a528-e0fe8e0c0af7,9004686201,2023-11-17,,2023-12-01,,25354,0,25354,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
857a9d22-88c6-5caa-a387-d228a0aba19a,d5103fbf-e050-5117-ad2a-6b359caa36c8,9004838078,2023-11-24,,2023-12-08,,62755,0,62755,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
9b9c3e12-b29e-55d2-bc1f-754d7142ffe3,c24a2329-9ab8-5170-a326-bd4b52822d1d,9004423490,2023-11-08,,2023-11-24,,55960,0,55960,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
f1fa7ee6-1106-5a96-b1e0-866a427dfc2f,050cbd82-1ff1-5056-9c87-f54cb22bab35,9004259902,2023-11-02,,2023-11-17,,88092,0,88092,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
8a60ce8f-420d-587f-8d06-90ad8077ebc4,050cbd82-1ff1-5056-9c87-f54cb22bab35,9004290341,2023-11-03,,2023-11-17,,42085,0,42085,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
8a83bf09-e0d9-577f-aae2-a6b0fbce6bde,050cbd82-1ff1-5056-9c87-f54cb22bab35,9004309092,2023-11-03,,2023-11-17,,14495,0,14495,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
d0723b38-986a-5961-99d8-fa334c96d219,b27d0472-21fa-5e86-807b-78c381a31f0a,9004092329,2023-10-25,,2023-11-10,,4859,0,4859,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
5ed66fa8-0b27-5cae-8c5f-adf6f5928135,b27d0472-21fa-5e86-807b-78c381a31f0a,9004106655,2023-10-26,,2023-11-10,,85957,0,85957,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
960b9f64-b180-5751-ba7b-9b422d88f176,b27d0472-21fa-5e86-807b-78c381a31f0a,9004135560,2023-10-27,,2023-11-10,,43027,0,43027,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
f4c33caf-0c0b-50ce-ba67-6f804d66eba5,e68ad985-6044-5ca1-83a6-993e6b131f90,9003993508,2023-10-19,,2023-11-03,,83481,0,83481,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
f92f71d3-6c4b-58bf-8eb1-c1d38c25aa39,b980a896-860e-5da4-a2cf-5983155c7c78,9009454598,2024-05-03,,2024-05-17,,38089,0,38089,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e032ec2f-a8c9-5995-929f-a1e94c9c5d8e,b980a896-860e-5da4-a2cf-5983155c7c78,9009517084,2024-05-03,,2024-05-17,,38089,0,38089,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e55ed2b4-d349-59e2-baf8-22034c3fdadd,966258e5-c292-554e-b7d9-fd0011b70a21,9003882687,2023-10-12,,2023-10-27,,85831,0,85831,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
716d9acd-0de0-53c1-8214-f8eaa0dfb72e,b5df4d4f-9dc8-5776-836f-0c0ad58aa2f4,9003775625,2023-10-05,,2023-10-20,,99848,0,99848,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
60ea6173-07e6-532e-a6cd-80cd8b8dd65f,b3d4cd38-6c29-5ea1-9030-a0194e75f7a5,9003665333,2023-09-28,,2023-10-13,,60503,0,60503,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
d24215ec-fb42-5391-b682-084f67019d28,e87e2839-8576-5027-b31e-0c9b89d32442,9003552766,2023-09-21,,2023-10-06,,6677,0,6677,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
ca97e531-9bf9-55a2-8df5-897fa821535b,e87e2839-8576-5027-b31e-0c9b89d32442,9003558293,2023-09-21,,2023-10-06,,97396,0,97396,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
bf610a4a-a888-5a6e-abaa-c00edfb4d3cf,957fe081-8bd2-545f-a554-777d3fc64ce9,9003327039,2023-09-07,,2023-09-22,,104634,0,104634,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
f0abcf2a-7f07-5081-add9-2fc311fb828a,add8961d-95bc-531a-a449-fed572e6b6b5,9003386079,2023-09-11,,2023-09-29,,24457,0,24457,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
31a1140c-d0a7-5c2c-8f2e-e20a0adabc7c,add8961d-95bc-531a-a449-fed572e6b6b5,9003462485,2023-09-15,,2023-09-29,,27323,0,27323,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
7a537911-8451-5e04-b270-f84755a27273,add8961d-95bc-531a-a449-fed572e6b6b5,9003468379,2023-09-15,,2023-09-29,,80876,0,80876,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
9c67304e-fb28-56e6-925c-e92355cc4323,33478746-8800-5dc0-9dbf-6aec4ec4819e,9008934047,2024-04-19,,2024-05-03,,28563,0,28563,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e2903618-3b24-50af-88a4-391b00e9000d,aa1e3ffc-8acd-5a87-a720-00afac3d798a,9008498481,2024-04-08,,2024-04-26,,119253,0,119253,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
8d5c2026-390f-5dfc-af30-b9cac0d4da03,aa1e3ffc-8acd-5a87-a720-00afac3d798a,9008642890,2024-04-11,,2024-04-26,,95899,0,95899,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
15db2c7b-880c-54f2-915b-c8dd8640ba7d,1d633d33-b290-5276-940b-8c06c3eb9587,2001077791,2024-03-26,,2024-04-12,9007456012,-5057,0,-5057,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
ac905516-d763-597a-8872-62699bfad393,1d633d33-b290-5276-940b-8c06c3eb9587,9008171261,2024-03-28,,2024-04-12,,126391,0,126391,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
6c980120-516b-5f38-9de6-f161ba195e83,889e9d5d-7af8-52af-aad1-0f53a5b9c08a,9007911798,2024-03-20,,2024-04-05,,79112,0,79112,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e9a6079f-62a3-5e09-9bfb-eba6629e8df9,889e9d5d-7af8-52af-aad1-0f53a5b9c08a,9007987106,2024-03-22,,2024-04-05,,78565,0,78565,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
71620ee7-8591-52a0-87a7-39c6684350f9,889e9d5d-7af8-52af-aad1-0f53a5b9c08a,9008002839,2024-03-22,,2024-04-05,,25877,0,25877,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
2a5998c0-4c1f-577d-a0da-388dc55b884f,4412961a-2022-502e-8588-e1d32290309b,9007568865,2024-03-11,,2024-03-29,,62355,0,62355,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
8e2357d8-659c-52e6-8634-01751ba3a0e8,4412961a-2022-502e-8588-e1d32290309b,9007669356,2024-03-13,,2024-03-29,,64561,0,64561,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e626fbc7-364b-5adf-aef0-0416b836ed33,4412961a-2022-502e-8588-e1d32290309b,9007713769,2024-03-13,,2024-03-29,*** INVOIC,28028,0,28028,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
851c7669-e94a-5306-b579-5f13932b74ad,4412961a-2022-502e-8588-e1d32290309b,9007763983,2024-03-15,,2024-03-29,,34728,0,34728,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
592830de-a99a-55d3-b6e3-d10177e633e2,e39b816c-4a03-5c75-b6ff-dc83a55d05fd,9007456012,2024-03-07,,2024-03-22,,87930,0,87930,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
42752328-02c8-505a-8009-894b4135d698,e39b816c-4a03-5c75-b6ff-dc83a55d05fd,9007510570,2024-03-08,,2024-03-22,,5057,0,5057,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
