fy,vendor_key,wave_bill_id,source_row,invoice_date,vendor_raw,invoice_number,net_amount,tax_amount,account_code,amount,method,profile_id
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5100,4.95,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5202,1.36,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5204,2.87,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5205,3.86,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5206,4.53,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5209,17.34,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,6300,11.13,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,9000,8.70,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,9100,102.85,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,2210,189.03,TAX_ITC,
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5001,84.62,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5002,19.33,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5004,309.47,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5005,11.67,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5006,93.90,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5007,25.80,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5008,5.32,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5011,7.35,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5012,23.38,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5013,169.12,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5014,36.68,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5015,8.34,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5016,5.06,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5017,6.69,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5018,2.27,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5021,74.02,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5023,16.98,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5031,17.96,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5032,422.62,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5033,10.68,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5034,78.98,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5035,8.88,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5039,8.16,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5099,96.90,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5100,8.26,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5202,2.27,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5204,4.80,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5205,6.45,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5206,7.57,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5209,28.95,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,6300,18.59,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,9000,14.53,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,9100,171.75,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,2210,165.09,TAX_ITC,
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5001,63.53,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5002,14.51,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5004,232.34,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5005,8.76,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5006,70.50,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5007,19.37,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5008,3.99,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5011,5.52,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5012,17.55,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5013,126.97,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5014,27.53,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5015,6.26,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5016,3.80,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5017,5.02,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5018,1.71,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5021,55.57,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5023,12.75,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5031,13.48,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5032,317.29,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5033,8.02,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5034,59.29,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5035,6.67,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5039,6.12,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5099,72.75,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5100,6.20,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5202,1.71,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5204,3.60,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5205,4.85,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5206,5.68,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5209,21.74,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,6300,13.95,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,9000,10.91,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,9100,128.94,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,2210,146.03,TAX_ITC,
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5001,62.92,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5002,14.37,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5004,230.09,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5005,8.68,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5006,69.82,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5007,19.18,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5008,3.95,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5011,5.47,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5012,17.38,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5013,125.74,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5014,27.27,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5015,6.20,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5016,3.76,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5017,4.97,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5018,1.69,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5021,55.04,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5023,12.62,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5031,13.35,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5032,314.22,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5033,7.94,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5034,58.72,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5035,6.60,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5039,6.06,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5099,72.05,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5100,6.14,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5202,1.69,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5204,3.57,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5205,4.80,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5206,5.63,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5209,21.53,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,6300,13.82,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,9000,10.80,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,9100,127.70,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,2210,176.78,TAX_ITC,
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5001,79.46,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5002,18.15,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5004,290.60,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5005,10.96,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5006,88.18,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5007,24.23,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5008,4.99,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5011,6.90,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5012,21.95,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5013,158.81,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5014,34.44,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5015,7.84,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5016,4.75,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5017,6.28,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5018,2.13,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5021,69.51,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5023,15.94,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5031,16.86,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5032,396.86,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5033,10.03,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5034,74.16,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5035,8.34,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5039,7.66,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5099,90.99,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5100,7.76,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5202,2.13,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5204,4.51,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5205,6.06,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5206,7.11,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5209,27.19,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,6300,17.45,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,9000,13.64,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,9100,161.28,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,2210,216.49,TAX_ITC,
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5001,95.18,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5002,21.74,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5004,348.08,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5005,13.12,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5006,105.62,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5007,29.02,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5008,5.98,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5011,8.27,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5012,26.30,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5013,190.22,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5014,41.25,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5015,9.38,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5016,5.69,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5017,7.52,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5018,2.55,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5021,83.26,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5023,19.09,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5031,20.20,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5032,475.35,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5033,12.02,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5034,88.83,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5035,9.98,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5039,9.17,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5099,108.99,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5100,9.29,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5202,2.55,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5204,5.40,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5205,7.26,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5206,8.52,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5209,32.56,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,6300,20.91,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,9000,16.34,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,9100,193.18,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,2210,150.09,TAX_ITC,
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5001,70.97,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5002,16.21,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5004,259.57,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5005,9.79,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5006,78.76,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5007,21.64,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5008,4.46,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5011,6.17,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5012,19.61,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5013,141.85,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5014,30.76,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5015,7.00,VENDOR_PROFILE_ESTIMATE,31
