wave_bill_id,invoice_date,vendor,invoice_number,bill_total_cents,allocation_total_cents,ap_line_cents,journal_entry_id,status
226,2024-02-24,Atlantic Superstore - Bill,,9897,9897,9897,WAVE_BILL_ACCRUAL_226,posted
227,2024-02-24,Pharmasave - Bill,,4796,4796,4796,WAVE_BILL_ACCRUAL_227,posted
228,2024-02-24,Christmas Discounters - Bill,,2995,2995,2995,WAVE_BILL_ACCRUAL_228,posted
229,2024-02-25,Christmas Discounters - Bill,,5988,5988,5988,WAVE_BILL_ACCRUAL_229,posted
230,2024-02-26,Ali Express - Bill,,5116,5116,5116,WAVE_BILL_ACCRUAL_230,posted
755,2024-02-26,Capital Foods - Bill 2548372,2548372,89436,89436,89436,WAVE_BILL_ACCRUAL_755,posted
231,2024-02-27,Costco - Bill,,166598,166598,166598,WAVE_BILL_ACCRUAL_231,posted
232,2024-02-27,We Like Work - Bill,,30750,30750,30750,WAVE_BILL_ACCRUAL_232,posted
759,2024-02-29,Pepsico - Bill (AUTO PAD BT1211),PEPSI-PAD-BT1211,158167,158167,158167,WAVE_BILL_ACCRUAL_759,posted
233,2024-03-01,GFS - Bill 9007262291,9007262291,84378,84378,84378,WAVE_BILL_ACCRUAL_233,posted
234,2024-03-01,Pharmasave - Bill,,4352,4352,4352,WAVE_BILL_ACCRUAL_234,posted
235,2024-03-01,Town of Amherst - Bill March Rent,,86250,86250,86250,WAVE_BILL_ACCRUAL_235,posted
236,2024-03-02,Pharmasave - Bill,,1207,1207,1207,WAVE_BILL_ACCRUAL_236,posted
237,2024-03-03,Costco - Bill,,80499,80499,80499,WAVE_BILL_ACCRUAL_237,posted
238,2024-03-04,Pharmasave - Bill,,2130,2130,2130,WAVE_BILL_ACCRUAL_238,posted
239,2024-03-05,Capital Foods - Bill 2549756,2549756,26913,26913,26913,WAVE_BILL_ACCRUAL_239,posted
240,2024-03-05,Costco - Bill,,29889,29889,29889,WAVE_BILL_ACCRUAL_240,posted
241,2024-03-05,Shell Gas - Bill,,8954,8954,8954,WAVE_BILL_ACCRUAL_241,posted
242,2024-03-05,Costco - Bill,,123876,123876,123876,WAVE_BILL_ACCRUAL_242,posted
712,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,15072,15072,15072,WAVE_BILL_ACCRUAL_712,posted
243,2024-03-07,GFS - Bill 9007456012,9007456012,87930,87930,87930,WAVE_BILL_ACCRUAL_243,posted
244,2024-03-07,Dollarama - Bill,,80755,80755,80755,WAVE_BILL_ACCRUAL_244,posted
245,2024-03-08,GFS - Bill 9007510570,9007510570,5057,5057,5057,WAVE_BILL_ACCRUAL_245,posted
246,2024-03-08,Pharmasave - Bill,,3194,3194,3194,WAVE_BILL_ACCRUAL_246,posted
247,2024-03-09,Pharmasave - Bill,,5573,5573,5573,WAVE_BILL_ACCRUAL_247,posted
248,2024-03-09,Pharmasave - Bill,,2194,2194,2194,WAVE_BILL_ACCRUAL_248,posted
249,2024-03-11,GFS - Bill 9007568865,9007568865,62355,62355,62355,WAVE_BILL_ACCRUAL_249,posted
250,2024-03-12,Curly's Sports and Supplements - Bill 2423469,2423469,36432,36432,36432,WAVE_BILL_ACCRUAL_250,posted
251,2024-03-12,Curly's Sports and Supplements - Bill 2437469,2437469,22770,22770,22770,WAVE_BILL_ACCRUAL_251,posted
252,2024-03-12,Curly's Sports and Supplements - Bill 2425069,2425069,17250,17250,17250,WAVE_BILL_ACCRUAL_252,posted
253,2024-03-13,GFS - Bill 9007669356,9007669356,64561,64561,64561,WAVE_BILL_ACCRUAL_253,posted
254,2024-03-13,GFS - Bill 9007713769,9007713769,28028,28028,28028,WAVE_BILL_ACCRUAL_254,posted
255,2024-03-13,Costco - Bill,,161259,161259,161259,WAVE_BILL_ACCRUAL_255,posted
256,2024-03-13,Costco - Bill,,63249,63249,63249,WAVE_BILL_ACCRUAL_256,posted
257,2024-03-13,Shell Gas - Bill,,13550,13550,13550,WAVE_BILL_ACCRUAL_257,posted
258,2024-03-13,Capital Foods - Bill 2550997,2550997,54052,54052,54052,WAVE_BILL_ACCRUAL_258,posted
259,2024-03-14,Webstaurant Store - Bill 95629480,95629480,8086,8086,8086,WAVE_BILL_ACCRUAL_259,posted
260,2024-03-14,Home Hardware - Spring Street - Bill,,4595,4595,4595,WAVE_BILL_ACCRUAL_260,posted
261,2024-03-15,Pharmasave - Bill,,13328,13328,13328,WAVE_BILL_ACCRUAL_261,posted
262,2024-03-15,Walmart - Bill,,18239,18239,18239,WAVE_BILL_ACCRUAL_262,posted
263,2024-03-15,GFS - Bill 9007763983,9007763983,34728,34728,34728,WAVE_BILL_ACCRUAL_263,posted
264,2024-03-16,Pharmasave - Bill,,4383,4383,4383,WAVE_BILL_ACCRUAL_264,posted
265,2024-03-16,Atlantic Superstore - Bill,,22743,22743,22743,WAVE_BILL_ACCRUAL_265,posted
266,2024-03-20,GFS - Bill 9007911798,9007911798,79112,79112,79112,WAVE_BILL_ACCRUAL_266,posted
267,2024-03-20,Pharmasave - Bill,,5421,5421,5421,WAVE_BILL_ACCRUAL_267,posted
268,2024-03-21,Costco - Bill,,132574,132574,132574,WAVE_BILL_ACCRUAL_268,posted
269,2024-03-21,UPS - Bill,,3146,3146,3146,WAVE_BILL_ACCRUAL_269,posted
270,2024-03-22,Pharmasave - Bill,,4118,4118,4118,WAVE_BILL_ACCRUAL_270,posted
772,2024-03-22,GFS,9007987106,78565,78565,78565,WAVE_BILL_ACCRUAL_772,posted
773,2024-03-22,GFS,9008002839,25877,25877,25877,WAVE_BILL_ACCRUAL_773,posted
271,2024-03-24,Atlantic Superstore - Bill,,23656,23656,23656,WAVE_BILL_ACCRUAL_271,posted
272,2024-03-25,Walmart - Bill,,14362,14362,14362,WAVE_BILL_ACCRUAL_272,posted
273,2024-03-25,Circle K - Bill,,13475,13475,13475,WAVE_BILL_ACCRUAL_273,posted
774,2024-03-26,GFS,2001077791,-5057,-5057,-5057,WAVE_BILL_ACCRUAL_774,posted
274,2024-03-28,GFS - Bill 9008171261,9008171261,126391,126391,126391,WAVE_BILL_ACCRUAL_274,posted
738,2024-03-28,CIBC - Cash Deposit Fee,DEPOSIT-FEE-003,58,58,58,WAVE_BILL_ACCRUAL_738,posted
275,2024-03-31,CIBC - Bill,,19500,19500,19500,WAVE_BILL_ACCRUAL_275,posted
760,2024-03-31,Pepsico - Bill (AUTO PAD BT1143),PEPSI-PAD-BT1143,123185,123185,123185,WAVE_BILL_ACCRUAL_760,posted
276,2024-04-01,Town of Amherst - Bill april rent,,40250,40250,40250,WAVE_BILL_ACCRUAL_276,posted
277,2024-04-02,Markis Bus Tours - Bill,,131100,131100,131100,WAVE_BILL_ACCRUAL_277,posted
278,2024-04-02,Capital Foods - Bill 2554160,2554160,80612,80612,80612,WAVE_BILL_ACCRUAL_278,posted
279,2024-04-03,Costco - Bill,,125173,125173,125173,WAVE_BILL_ACCRUAL_279,posted
280,2024-04-03,Costco - Bill,,81189,81189,81189,WAVE_BILL_ACCRUAL_280,posted
281,2024-04-03,Circle K - Bill,,11141,11141,11141,WAVE_BILL_ACCRUAL_281,posted
282,2024-04-04,Walmart - Bill,,10735,10735,10735,WAVE_BILL_ACCRUAL_282,posted
283,2024-04-04,Atlantic Superstore - Bill,,1995,1995,1995,WAVE_BILL_ACCRUAL_283,posted
284,2024-04-04,Pharmasave - Bill,,5013,5013,5013,WAVE_BILL_ACCRUAL_284,posted
285,2024-04-04,Walmart - Bill,,20378,20378,20378,WAVE_BILL_ACCRUAL_285,posted
286,2024-04-08,GFS - Bill 9008498481,9008498481,119253,119253,119253,WAVE_BILL_ACCRUAL_286,posted
287,2024-04-08,Pharmasave - Bill,,1446,1446,1446,WAVE_BILL_ACCRUAL_287,posted
288,2024-04-08,Atlantic Superstore - Bill,,16862,16862,16862,WAVE_BILL_ACCRUAL_288,posted
289,2024-04-10,Costco - Bill,,66747,66747,66747,WAVE_BILL_ACCRUAL_289,posted
290,2024-04-10,Costco - Bill,,2743,2743,2743,WAVE_BILL_ACCRUAL_290,posted
291,2024-04-11,GFS - Bill 9008642890,9008642890,95899,95899,95899,WAVE_BILL_ACCRUAL_291,posted
292,2024-04-12,Christmas Discounters - Bill,,9492,9492,9492,WAVE_BILL_ACCRUAL_292,posted
293,2024-04-12,Pharmasave - Bill,,3515,3515,3515,WAVE_BILL_ACCRUAL_293,posted
294,2024-04-13,Atlantic Superstore - Bill,,15260,15260,15260,WAVE_BILL_ACCRUAL_294,posted
295,2024-04-13,Home Hardware - Spring Street - Bill,,2988,2988,2988,WAVE_BILL_ACCRUAL_295,posted
296,2024-04-14,Shell Gas - Bill,,12349,12349,12349,WAVE_BILL_ACCRUAL_296,posted
297,2024-04-19,GFS - Bill 9008934047,9008934047,28563,28563,28563,WAVE_BILL_ACCRUAL_297,posted
298,2024-04-20,Home Hardware - Spring Street - Bill,,6549,6549,6549,WAVE_BILL_ACCRUAL_298,posted
299,2024-04-20,Pharmasave - Bill,,2892,2892,2892,WAVE_BILL_ACCRUAL_299,posted
300,2024-04-21,Canadian Tire - Bill,,4137,4137,4137,WAVE_BILL_ACCRUAL_300,posted
301,2024-04-22,Curly's Sports and Supplements - Bill 2576869,2576869,48496,48496,48496,WAVE_BILL_ACCRUAL_301,posted
302,2024-04-23,Gov't of Nova Scotia - Bill,,22259,22259,22259,WAVE_BILL_ACCRUAL_302,posted
727,2024-04-23,Facebook Marketplace - Merchandising,FB-MERCH-001,3000,3000,3000,WAVE_BILL_ACCRUAL_727,posted
303,2024-04-24,Atlantic Superstore - Bill,,23121,23121,23121,WAVE_BILL_ACCRUAL_303,posted
761,2024-04-30,Pepsico - Bill (AUTO PAD BT1106),PEPSI-PAD-BT1106,58390,58390,58390,WAVE_BILL_ACCRUAL_761,posted
304,2024-05-03,GFS - Bill 9009517084,9009517084,38089,38089,38089,WAVE_BILL_ACCRUAL_304,posted
305,2024-05-03,GFS - Bill 9009454598,9009454598,38089,38089,38089,WAVE_BILL_ACCRUAL_305,posted
306,2024-05-03,Pharmasave - Bill,,6328,6328,6328,WAVE_BILL_ACCRUAL_306,posted
307,2024-05-03,Atlantic Superstore - Bill,,20989,20989,20989,WAVE_BILL_ACCRUAL_307,posted
308,2024-05-04,Pharmasave - Bill,,1990,1990,1990,WAVE_BILL_ACCRUAL_308,posted
309,2024-05-06,Canadian Tire - Bill,,2008,2008,2008,WAVE_BILL_ACCRUAL_309,posted
310,2024-05-07,Atlantic Superstore - Bill,,6284,6284,6284,WAVE_BILL_ACCRUAL_310,posted
311,2024-05-08,Costco - Bill,,85830,85830,85830,WAVE_BILL_ACCRUAL_311,posted
312,2024-05-08,Capital Foods - Bill 2560110,2560110,17995,17995,17995,WAVE_BILL_ACCRUAL_312,posted
313,2024-05-09,GFS - Bill 9009641376,9009641376,89103,89103,89103,WAVE_BILL_ACCRUAL_313,posted
314,2024-05-13,Bridge Workshop - Bill,,1000,1000,1000,WAVE_BILL_ACCRUAL_314,posted
315,2024-05-16,Pharmasave - Bill,,7111,7111,7111,WAVE_BILL_ACCRUAL_315,posted
316,2024-05-26,Pharmasave - Bill,,2964,2964,2964,WAVE_BILL_ACCRUAL_316,posted
778,2024-05-29,GFS,2001292173,-38089,-38089,-38089,WAVE_BILL_ACCRUAL_778,posted
318,2024-05-31,Pharmasave - Bill,,3481,3481,3481,WAVE_BILL_ACCRUAL_318,posted
319,2024-05-31,Atlantic Superstore - Bill,,21352,21352,21352,WAVE_BILL_ACCRUAL_319,posted
320,2024-06-06,GFS - Bill 9010616469,9010616469,5020,5020,5020,WAVE_BILL_ACCRUAL_320,posted
321,2024-06-10,Relay for Life - Bill,,11000,11000,11000,WAVE_BILL_ACCRUAL_321,posted
322,2024-06-27,Sysco - Bill,,15554,15554,15554,WAVE_BILL_ACCRUAL_322,posted
323,2024-06-30,Town of Amherst - Bill Juen May Rent,,80500,80500,80500,WAVE_BILL_ACCRUAL_323,posted
324,2024-07-01,Town of Amherst - Bill July/August Rent,,80500,80500,80500,WAVE_BILL_ACCRUAL_324,posted
325,2024-07-10,Pharmasave - Bill,,2978,2978,2978,WAVE_BILL_ACCRUAL_325,posted
326,2024-07-30,GFS - Bill 9012388498,9012388498,19282,19282,19282,WAVE_BILL_ACCRUAL_326,posted
327,2024-07-30,GFS - Bill 9012419964,9012419964,4383,4383,4383,WAVE_BILL_ACCRUAL_327,posted
328,2024-08-02,Sam's Club - Bill,,10069,10069,10069,WAVE_BILL_ACCRUAL_328,posted
329,2024-08-03,Pharmasave - Bill,,1401,1401,1401,WAVE_BILL_ACCRUAL_329,posted
330,2024-08-07,GFS - Bill 9012713784,9012713784,12312,12312,12312,WAVE_BILL_ACCRUAL_330,posted
331,2024-08-08,Christmas Discounters - Bill,,13555,13555,13555,WAVE_BILL_ACCRUAL_331,posted
758,2024-08-08,The Elm Tree - Straws,ELMTREE-STRAWS,1856,1856,1856,WAVE_BILL_ACCRUAL_758,posted
332,2024-08-13,Canadian Tire - Bill,,9538,9538,9538,WAVE_BILL_ACCRUAL_332,posted
333,2024-08-18,Costco - Bill,,118554,118554,118554,WAVE_BILL_ACCRUAL_333,posted
334,2024-08-19,Amazon - Bill,,23789,23789,23789,WAVE_BILL_ACCRUAL_334,posted
335,2024-08-19,Amazon - Bill,,10178,10178,10178,WAVE_BILL_ACCRUAL_335,posted
336,2024-08-19,Temu - Bill,,2529,2529,2529,WAVE_BILL_ACCRUAL_336,posted
337,2024-08-21,Canadian Tire - Bill,,4053,4053,4053,WAVE_BILL_ACCRUAL_337,posted
338,2024-08-24,Temu - Bill,,1493,1493,1493,WAVE_BILL_ACCRUAL_338,posted
339,2024-08-27,Capital Foods - Bill 2580163,2580163,40802,40802,40802,WAVE_BILL_ACCRUAL_339,posted
340,2024-08-28,Costco - Bill,,139042,139042,139042,WAVE_BILL_ACCRUAL_340,posted
341,2024-08-28,Shell Gas - Bill,,9474,9474,9474,WAVE_BILL_ACCRUAL_341,posted
342,2024-08-30,GFS - Bill 9013501649,9013501649,45207,45207,45207,WAVE_BILL_ACCRUAL_342,posted
343,2024-08-30,Pharmasave - Bill,,10591,10591,10591,WAVE_BILL_ACCRUAL_343,posted
344,2024-08-30,Atlantic Superstore - Bill,,3123,3123,3123,WAVE_BILL_ACCRUAL_344,posted
345,2024-09-01,Town of Amherst - Bill,,88000,88000,88000,WAVE_BILL_ACCRUAL_345,posted
346,2024-09-02,Amazon - Bill,,13054,13054,13054,WAVE_BILL_ACCRUAL_346,posted
347,2024-09-02,Facebook Marketplace - Bill,,11500,11500,11500,WAVE_BILL_ACCRUAL_347,posted
348,2024-09-02,Yodeck - Bill,,23621,23621,23621,WAVE_BILL_ACCRUAL_348,posted
349,2024-09-03,Curly's Sports and Supplements - Bill 30000969,30000969,43056,43056,43056,WAVE_BILL_ACCRUAL_349,posted
350,2024-09-03,Atlantic Superstore - Bill,,33640,33640,33640,WAVE_BILL_ACCRUAL_350,posted
351,2024-09-04,GFS - Bill 9013664381,9013664381,15879,15879,15879,WAVE_BILL_ACCRUAL_351,posted
352,2024-09-05,GFS - Bill 9013663225,9013663225,40280,40280,40280,WAVE_BILL_ACCRUAL_352,posted
353,2024-09-05,Pharmasave - Bill,,8294,8294,8294,WAVE_BILL_ACCRUAL_353,posted
354,2024-09-05,Costco - Bill,,92534,92534,92534,WAVE_BILL_ACCRUAL_354,posted
355,2024-09-06,Canadian Tire - Bill,,2240,2240,2240,WAVE_BILL_ACCRUAL_355,posted
356,2024-09-06,Pharmasave - Bill,,1442,1442,1442,WAVE_BILL_ACCRUAL_356,posted
357,2024-09-07,Atlantic Superstore - Bill,,3845,3845,3845,WAVE_BILL_ACCRUAL_357,posted
358,2024-09-08,GFS - Bill 9013824877,9013824877,13152,13152,13152,WAVE_BILL_ACCRUAL_358,posted
359,2024-09-09,Christmas Discounters - Bill,,6303,6303,6303,WAVE_BILL_ACCRUAL_359,posted
360,2024-09-09,Pharmasave - Bill,,3044,3044,3044,WAVE_BILL_ACCRUAL_360,posted
361,2024-09-09,Christmas Discounters - Bill,,15935,15935,15935,WAVE_BILL_ACCRUAL_361,posted
362,2024-09-09,Shell Gas - Bill,,7178,7178,7178,WAVE_BILL_ACCRUAL_362,posted
363,2024-09-09,GFS - Bill 9013837326,9013837326,61625,61625,61625,WAVE_BILL_ACCRUAL_363,posted
364,2024-09-12,Temu - Bill,,6416,6416,6416,WAVE_BILL_ACCRUAL_364,posted
365,2024-09-12,Dollarama - Bill,,32165,32165,32165,WAVE_BILL_ACCRUAL_365,posted
366,2024-09-13,GFS - Bill 9014036877,9014036877,15764,15764,15764,WAVE_BILL_ACCRUAL_366,posted
367,2024-09-14,Pharmasave - Bill,,2076,2076,2076,WAVE_BILL_ACCRUAL_367,posted
368,2024-09-14,Atlantic Superstore - Bill,,24844,24844,24844,WAVE_BILL_ACCRUAL_368,posted
369,2024-09-16,GFS - Bill 9014096231,9014096231,48132,48132,48132,WAVE_BILL_ACCRUAL_369,posted
370,2024-09-17,Canadian Tire - Bill,,8622,8622,8622,WAVE_BILL_ACCRUAL_370,posted
371,2024-09-17,Walmart - Bill,,21122,21122,21122,WAVE_BILL_ACCRUAL_371,posted
372,2024-09-18,Pharmasave - Bill,,3314,3314,3314,WAVE_BILL_ACCRUAL_372,posted
373,2024-09-18,Costco - Bill,,174220,174220,174220,WAVE_BILL_ACCRUAL_373,posted
374,2024-09-20,Temu - Bill,,2310,2310,2310,WAVE_BILL_ACCRUAL_374,posted
375,2024-09-20,GFS - Bill 9014294880,9014294880,66365,66365,66365,WAVE_BILL_ACCRUAL_375,posted
376,2024-09-20,Dollarama - Bill,,11270,11270,11270,WAVE_BILL_ACCRUAL_376,posted
377,2024-09-20,Canadian Tire - Bill,,37681,37681,37681,WAVE_BILL_ACCRUAL_377,posted
378,2024-09-21,Atlantic Superstore - Bill,,33442,33442,33442,WAVE_BILL_ACCRUAL_378,posted
379,2024-09-21,Pharmasave - Bill,,2932,2932,2932,WAVE_BILL_ACCRUAL_379,posted
380,2024-09-23,Amazon - Bill,,9198,9198,9198,WAVE_BILL_ACCRUAL_380,posted
381,2024-09-23,Webstaurant Store - Bill,,96858,96858,96858,WAVE_BILL_ACCRUAL_381,posted
382,2024-09-23,GFS - Bill 9014383591,9014383591,51940,51940,51940,WAVE_BILL_ACCRUAL_382,posted
383,2024-09-24,GFS - Bill 9014406188,9014406188,9091,9091,9091,WAVE_BILL_ACCRUAL_383,posted
384,2024-09-25,Wholesale Club - Bill,,111445,111445,111445,WAVE_BILL_ACCRUAL_384,posted
385,2024-09-25,Circle K - Bill,,11332,11332,11332,WAVE_BILL_ACCRUAL_385,posted
387,2024-09-25,Costco - Bill,,178197,178197,178197,WAVE_BILL_ACCRUAL_387,posted
388,2024-09-25,Fedex - Bill Duties,,5633,5633,5633,WAVE_BILL_ACCRUAL_388,posted
389,2024-09-25,Temu - Bill,,1159,1159,1159,WAVE_BILL_ACCRUAL_389,posted
390,2024-09-25,Temu - Bill,,3033,3033,3033,WAVE_BILL_ACCRUAL_390,posted
391,2024-09-25,Temu - Bill,,16935,16935,16935,WAVE_BILL_ACCRUAL_391,posted
392,2024-09-26,Capital Foods - Bill 2585446,2585446,129047,129047,129047,WAVE_BILL_ACCRUAL_392,posted
393,2024-09-27,GFS - Bill 9014549646,9014549646,20020,20020,20020,WAVE_BILL_ACCRUAL_393,posted
394,2024-09-28,Dollarama - Bill,,33907,33907,33907,WAVE_BILL_ACCRUAL_394,posted
395,2024-09-29,Atlantic Superstore - Bill,,35522,35522,35522,WAVE_BILL_ACCRUAL_395,posted
396,2024-09-29,Pharmasave - Bill,,6604,6604,6604,WAVE_BILL_ACCRUAL_396,posted
397,2024-09-30,Pharmasave - Bill,,8697,8697,8697,WAVE_BILL_ACCRUAL_397,posted
398,2024-09-30,GFS - Bill 9014609851,9014609851,12084,12084,12084,WAVE_BILL_ACCRUAL_398,posted
399,2024-09-30,GFS - Bill 9014589017,9014589017,90312,90312,90312,WAVE_BILL_ACCRUAL_399,posted
762,2024-09-30,Pepsico - Bill (AUTO PAD BT935),PEPSI-PAD-BT935,77558,77558,77558,WAVE_BILL_ACCRUAL_762,posted
400,2024-10-01,Town of Amherst - Bill,,88000,88000,88000,WAVE_BILL_ACCRUAL_400,posted
401,2024-10-01,IFoodEquipment - Bill,,11897,11897,11897,WAVE_BILL_ACCRUAL_401,posted
402,2024-10-03,GFS - Bill 9014783184,9014783184,28305,28305,28305,WAVE_BILL_ACCRUAL_402,posted
403,2024-10-03,GFS - Bill 9014750800,9014750800,57063,57063,57063,WAVE_BILL_ACCRUAL_403,posted
404,2024-10-03,Temu - Bill,,4286,4286,4286,WAVE_BILL_ACCRUAL_404,posted
405,2024-10-04,Atlantic Superstore - Bill,,27541,27541,27541,WAVE_BILL_ACCRUAL_405,posted
406,2024-10-05,Wholesale Club - Bill,,93233,93233,93233,WAVE_BILL_ACCRUAL_406,posted
407,2024-10-05,Atlantic Superstore - Bill,,1576,1576,1576,WAVE_BILL_ACCRUAL_407,posted
408,2024-10-05,Costco - Bill,,208323,208323,208323,WAVE_BILL_ACCRUAL_408,posted
409,2024-10-05,Pharmasave - Bill,,4550,4550,4550,WAVE_BILL_ACCRUAL_409,posted
410,2024-10-06,Pharmasave - Bill,,15289,15289,15289,WAVE_BILL_ACCRUAL_410,posted
411,2024-10-07,Shell Gas - Bill,,11851,11851,11851,WAVE_BILL_ACCRUAL_411,posted
412,2024-10-09,GFS - Bill 9014962246,9014962246,78939,78939,78939,WAVE_BILL_ACCRUAL_412,posted
413,2024-10-10,Pharmasave - Bill,,4955,4955,4955,WAVE_BILL_ACCRUAL_413,posted
414,2024-10-11,Pharmasave - Bill,,7313,7313,7313,WAVE_BILL_ACCRUAL_414,posted
415,2024-10-11,Atlantic Superstore - Bill,,13041,13041,13041,WAVE_BILL_ACCRUAL_415,posted
416,2024-10-11,Atlantic Superstore - Bill,,53107,53107,53107,WAVE_BILL_ACCRUAL_416,posted
417,2024-10-11,Curly's Sports and Supplements - Bill 3110269,3110269,146280,146280,146280,WAVE_BILL_ACCRUAL_417,posted
418,2024-10-11,GFS - Bill 9015055269,9015055269,46951,46951,46951,WAVE_BILL_ACCRUAL_418,posted
419,2024-10-13,Canadian Tire - Bill,,5689,5689,5689,WAVE_BILL_ACCRUAL_419,posted
420,2024-10-14,GFS - Bill 9015111433,9015111433,96158,96158,96158,WAVE_BILL_ACCRUAL_420,posted
421,2024-10-14,Pharmasave - Bill,,3433,3433,3433,WAVE_BILL_ACCRUAL_421,posted
422,2024-10-15,Sobeys - Bill,,3274,3274,3274,WAVE_BILL_ACCRUAL_422,posted
423,2024-10-16,GFS - Bill 9015204709,9015204709,38552,38552,38552,WAVE_BILL_ACCRUAL_423,posted
424,2024-10-16,Capital Foods - Bill 2588702,2588702,33604,33604,33604,WAVE_BILL_ACCRUAL_424,posted
425,2024-10-16,Costco - Bill,,50456,50456,50456,WAVE_BILL_ACCRUAL_425,posted
426,2024-10-16,Costco - Bill,,186909,186909,186909,WAVE_BILL_ACCRUAL_426,posted
756,2024-10-16,Bridge Workshops - Rags,BRIDGE-RAGS-001,4000,4000,4000,WAVE_BILL_ACCRUAL_756,posted
427,2024-10-18,Atlantic Superstore - Bill,,29471,29471,29471,WAVE_BILL_ACCRUAL_427,posted
428,2024-10-18,Circle K - Bill,,20000,20000,20000,WAVE_BILL_ACCRUAL_428,posted
429,2024-10-18,GFS - Bill 9015302439,9015302439,60957,60957,60957,WAVE_BILL_ACCRUAL_429,posted
430,2024-10-18,Pharmasave - Bill,,5924,5924,5924,WAVE_BILL_ACCRUAL_430,posted
431,2024-10-19,Pharmasave - Bill,,1943,1943,1943,WAVE_BILL_ACCRUAL_431,posted
432,2024-10-20,Atlantic Superstore - Bill,,32288,32288,32288,WAVE_BILL_ACCRUAL_432,posted
433,2024-10-22,Temu - Bill,,4286,4286,4286,WAVE_BILL_ACCRUAL_433,posted
434,2024-10-22,Amazon - Bill,,12649,12649,12649,WAVE_BILL_ACCRUAL_434,posted
435,2024-10-22,Amazon - Bill,,27478,27478,27478,WAVE_BILL_ACCRUAL_435,posted
720,2024-10-22,GFS Cash - Cheese Curds (COGS) #1,STUB-GFS-CASH-COGS-20241022-1,50000,50000,50000,WAVE_BILL_ACCRUAL_720,posted
721,2024-10-22,GFS Cash - Cheese Curds (COGS) #2,STUB-GFS-CASH-COGS-20241022-2,50000,50000,50000,WAVE_BILL_ACCRUAL_721,posted
436,2024-10-23,Costco - Bill,,147283,147283,147283,WAVE_BILL_ACCRUAL_436,posted
437,2024-10-23,Costco - Bill,,132347,132347,132347,WAVE_BILL_ACCRUAL_437,posted
732,2024-10-23,GFS Credit Memo 2001780129,2001780129,-11984,-11984,-11984,WAVE_BILL_ACCRUAL_732,posted
438,2024-10-24,GFS - Bill 9015480379,9015480379,127554,127554,127554,WAVE_BILL_ACCRUAL_438,posted
439,2024-10-24,Walmart - Bill,,1148,1148,1148,WAVE_BILL_ACCRUAL_439,posted
440,2024-10-24,Amazon - Bill,,10590,10590,10590,WAVE_BILL_ACCRUAL_440,posted
441,2024-10-24,Atlantic Superstore - Bill,,7830,7830,7830,WAVE_BILL_ACCRUAL_441,posted
442,2024-10-24,Curly's Sports and Supplements - Bill,,48959,48959,48959,WAVE_BILL_ACCRUAL_442,posted
443,2024-10-24,Pharmasave - Bill,,7338,7338,7338,WAVE_BILL_ACCRUAL_443,posted
742,2024-10-24,Capital Foods - Bill 2590104,2590104,93534,93534,93534,WAVE_BILL_ACCRUAL_742,posted
444,2024-10-25,Canadian Tire - Bill,,9302,9302,9302,WAVE_BILL_ACCRUAL_444,posted
445,2024-10-25,Canadian Tire - Bill,,22032,22032,22032,WAVE_BILL_ACCRUAL_445,posted
446,2024-10-25,Pharmasave - Bill,,2200,2200,2200,WAVE_BILL_ACCRUAL_446,posted
447,2024-10-25,GFS - Bill 9015554603,9015554603,69073,69073,69073,WAVE_BILL_ACCRUAL_447,posted
448,2024-10-26,Pharmasave - Bill,,6419,6419,6419,WAVE_BILL_ACCRUAL_448,posted
449,2024-10-28,Pharmasave - Bill,,8318,8318,8318,WAVE_BILL_ACCRUAL_449,posted
450,2024-10-28,Curly's Sports and Supplements - Bill,,54393,54393,54393,WAVE_BILL_ACCRUAL_450,posted
451,2024-10-28,Costco - Bill,,47932,47932,47932,WAVE_BILL_ACCRUAL_451,posted
757,2024-10-29,Bridge Workshops - Rags,BRIDGE-RAGS-002,2000,2000,2000,WAVE_BILL_ACCRUAL_757,posted
452,2024-10-30,Christmas Discounters - Bill,,5657,5657,5657,WAVE_BILL_ACCRUAL_452,posted
453,2024-10-30,Shell Gas - Bill,,12338,12338,12338,WAVE_BILL_ACCRUAL_453,posted
454,2024-10-30,Costco - Bill,,167289,167289,167289,WAVE_BILL_ACCRUAL_454,posted
739,2024-10-31,CIBC - Cash Deposit Fee,DEPOSIT-FEE-004,2513,2513,2513,WAVE_BILL_ACCRUAL_739,posted
763,2024-10-31,Pepsico - Bill (AUTO PAD BT816),PEPSI-PAD-BT816,208215,208215,208215,WAVE_BILL_ACCRUAL_763,posted
455,2024-11-01,Town of Amherst - Bill,,88000,88000,88000,WAVE_BILL_ACCRUAL_455,posted
456,2024-11-01,Atlantic Superstore - Bill,,3223,3223,3223,WAVE_BILL_ACCRUAL_456,posted
457,2024-11-01,Pharmasave - Bill,,4625,4625,4625,WAVE_BILL_ACCRUAL_457,posted
458,2024-11-01,Atlantic Superstore - Bill,,62763,62763,62763,WAVE_BILL_ACCRUAL_458,posted
459,2024-11-01,GFS - Bill 9015806844,9015806844,6911,6911,6911,WAVE_BILL_ACCRUAL_459,posted
460,2024-11-01,GFS - Bill 9015806407,9015806407,85783,85783,85783,WAVE_BILL_ACCRUAL_460,posted
