cc_txn_id,txn_date,txn_type,amount,amount_cents,merchant,vendor_key,net_cents,tax_cents,mapping,journal_entry_id
1406,2023-12-11,PURCHASE,825.14,82514,PACIFIC DISTRIBUTION W,,82514,0,default:cogs_supplements,CC_PURCHASE_1406
1407,2023-12-11,PURCHASE,192.37,19237,DOLLARAMA # 209,,19237,0,keyword:dollarama,CC_PURCHASE_1407
1408,2023-12-11,PURCHASE,41.81,4181,DOLLARAMA # 209,,4181,0,keyword:dollarama,CC_PURCHASE_1408
1409,2023-12-11,PURCHASE,26.36,2636,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,2636,0,VENDOR_PROFILE,CC_PURCHASE_1409
1411,2023-12-11,REFUND,44.16,4416,GROSNOR DISTRIBUTION AJAX,,4416,0,default:cogs_supplements,CC_PURCHASE_1411
3968,2023-12-11,PURCHASE,16.00,1600,FREIGHTCOM INC. BOLTON,,1600,0,keyword:freight,CC_PURCHASE_3968
3969,2023-12-11,PURCHASE,11.38,1138,FREIGHTCOM INC. BOLTON,,1138,0,keyword:freight,CC_PURCHASE_3969
3970,2023-12-11,PURCHASE,42.35,4235,DELUXE FRENCH FRIES,,4235,0,default:cogs_supplements,CC_PURCHASE_3970
3971,2023-12-11,REFUND,70.17,7017,"TOYS R"" US",,7017,0,default:cogs_supplements,CC_PURCHASE_3971
3972,2023-12-11,REFUND,80.49,8049,"TOYS R"" US",,8049,0,default:cogs_supplements,CC_PURCHASE_3972
3973,2023-12-11,PURCHASE,1212.36,121236,COSTCO WHOLESALE W1345,COSTCO,121236,0,VENDOR_PROFILE,CC_PURCHASE_3973
3974,2023-12-11,PURCHASE,169.03,16903,COSTCO WHOLESALE W1345,COSTCO,16903,0,VENDOR_PROFILE,CC_PURCHASE_3974
3975,2023-12-11,PURCHASE,54.61,5461,SOFTMOC #43 DIEPPE,,5461,0,default:cogs_supplements,CC_PURCHASE_3975
3976,2023-12-11,PURCHASE,34.49,3449,GAMESTOP 878 DIEPPE,,3449,0,default:cogs_supplements,CC_PURCHASE_3976
3977,2023-12-11,PURCHASE,206.87,20687,WINNERS 259 MONCTON,,20687,0,default:cogs_supplements,CC_PURCHASE_3977
3978,2023-12-11,PURCHASE,15.06,1506,FREIGHTCOM INC. BOLTON,,1506,0,keyword:freight,CC_PURCHASE_3978
1402,2023-12-12,PURCHASE,22.99,2299,APPLE.COM/BILL TORONTO,,2299,0,default:cogs_supplements,CC_PURCHASE_1402
1403,2023-12-12,PURCHASE,27.53,2753,CDN TIRE STORE,,2753,0,default:cogs_supplements,CC_PURCHASE_1403
3967,2023-12-12,PURCHASE,12.16,1216,FREIGHTCOM INC. BOLTON,,1216,0,keyword:freight,CC_PURCHASE_3967
3965,2023-12-13,PURCHASE,14.65,1465,AMZN MKTP CA*2K0LJ4O73,,1465,0,default:cogs_supplements,CC_PURCHASE_3965
3966,2023-12-13,PURCHASE,23.38,2338,FREIGHTCOM INC. BOLTON,,2338,0,keyword:freight,CC_PURCHASE_3966
1401,2023-12-14,PURCHASE,48.87,4887,AMHERST PHARMA SAVE,PHARMASAVE,4887,0,VENDOR_PROFILE,CC_PURCHASE_1401
3961,2023-12-14,PURCHASE,12.56,1256,"CREATIVE FABRICA AMSTERDAM,",,1256,0,default:cogs_supplements,CC_PURCHASE_3961
3962,2023-12-14,PURCHASE,11.06,1106,FREIGHTCOM INC. BOLTON,,1106,0,keyword:freight,CC_PURCHASE_3962
3963,2023-12-14,PURCHASE,33.83,3383,FREIGHTCOM INC. BOLTON,,3383,0,keyword:freight,CC_PURCHASE_3963
3964,2023-12-14,PURCHASE,11.49,1149,GOOGLE *BYTEDANCE 650-253-0000,,1149,0,default:cogs_supplements,CC_PURCHASE_3964
1400,2023-12-15,PURCHASE,15.60,1560,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1560,0,default:cogs_supplements,CC_PURCHASE_1400
3960,2023-12-15,PURCHASE,14.00,1400,FREIGHTCOM INC. BOLTON,,1400,0,keyword:freight,CC_PURCHASE_3960
1399,2023-12-18,PURCHASE,28.68,2868,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,2868,0,VENDOR_PROFILE,CC_PURCHASE_1399
3958,2023-12-18,PURCHASE,58.00,5800,FACEBK SKDNTWBTF2 6505434800,,5800,0,default:cogs_supplements,CC_PURCHASE_3958
3959,2023-12-18,PURCHASE,14.00,1400,FREIGHTCOM INC. BOLTON,,1400,0,keyword:freight,CC_PURCHASE_3959
3954,2023-12-19,PURCHASE,19.32,1932,FREIGHTCOM INC. BOLTON,,1932,0,keyword:freight,CC_PURCHASE_3954
3955,2023-12-19,PURCHASE,161.00,16100,TANTRAMAR COMMUNITY RA,,16100,0,default:cogs_supplements,CC_PURCHASE_3955
3956,2023-12-19,PURCHASE,14.98,1498,FREIGHTCOM INC. BOLTON,,1498,0,keyword:freight,CC_PURCHASE_3956
3957,2023-12-19,PURCHASE,14.98,1498,FREIGHTCOM INC. BOLTON,,1498,0,keyword:freight,CC_PURCHASE_3957
1396,2023-12-21,PURCHASE,265.37,26537,PC EXPRESS 0312,,26537,0,default:cogs_supplements,CC_PURCHASE_1396
1397,2023-12-21,PURCHASE,1019.53,101953,GROSNOR DISTRIBUTION AJAX,,101953,0,default:cogs_supplements,CC_PURCHASE_1397
1394,2023-12-22,PURCHASE,31.52,3152,"SHOPIFY/209255841 OTTAWA, ON",,3152,0,default:cogs_supplements,CC_PURCHASE_1394
1395,2023-12-22,PURCHASE,1640.60,164060,ISWEET 4168234030,,164060,0,default:cogs_supplements,CC_PURCHASE_1395
3945,2023-12-22,PURCHASE,70.00,7000,FACEBK UKXSNX7SF2 6505434800,,7000,0,default:cogs_supplements,CC_PURCHASE_3945
3946,2023-12-22,PURCHASE,14.98,1498,FREIGHTCOM INC. BOLTON,,1498,0,keyword:freight,CC_PURCHASE_3946
3947,2023-12-22,PURCHASE,11.06,1106,FREIGHTCOM INC. BOLTON,,1106,0,keyword:freight,CC_PURCHASE_3947
3948,2023-12-22,PURCHASE,14.00,1400,FREIGHTCOM INC. BOLTON,,1400,0,keyword:freight,CC_PURCHASE_3948
3949,2023-12-22,REFUND,15.07,1507,FREIGHTCOM INC. BOLTON,,1507,0,keyword:freight,CC_PURCHASE_3949
3950,2023-12-22,PURCHASE,11.06,1106,FREIGHTCOM INC. BOLTON,,1106,0,keyword:freight,CC_PURCHASE_3950
3951,2023-12-22,PURCHASE,149.24,14924,WAL-MART #5789 AMHERST,WALMART,14924,0,VENDOR_PROFILE,CC_PURCHASE_3951
3952,2023-12-22,PURCHASE,35.14,3514,MCDONALD'S #5841 Q04,,3514,0,default:cogs_supplements,CC_PURCHASE_3952
1389,2023-12-27,PURCHASE,12.64,1264,APPLE.COM/BILL 866-712-7753,,1264,0,default:cogs_supplements,CC_PURCHASE_1389
1390,2023-12-27,PURCHASE,12.39,1239,SHOPIFY INC/209654211 OTTAWA,,1239,0,default:cogs_supplements,CC_PURCHASE_1390
1391,2023-12-27,PURCHASE,103.93,10393,BELL ALIANT OBB,,10393,0,default:cogs_supplements,CC_PURCHASE_1391
1392,2023-12-27,PURCHASE,12.65,1265,GOOGLE *WAVE FINANCIAL,,1265,0,default:cogs_supplements,CC_PURCHASE_1392
1393,2023-12-27,REFUND,35.97,3597,PC EXPRESS 0312,,3597,0,default:cogs_supplements,CC_PURCHASE_1393
3942,2023-12-27,PURCHASE,55.27,5527,FACEBK HDLYEXPSF2 6505434800,,5527,0,default:cogs_supplements,CC_PURCHASE_3942
3943,2023-12-27,PURCHASE,13.74,1374,FREIGHTCOM INC. BOLTON,,1374,0,keyword:freight,CC_PURCHASE_3943
3944,2023-12-27,PURCHASE,45.95,4595,MAIN ST SACKVILLE,,4595,0,default:cogs_supplements,CC_PURCHASE_3944
3937,2023-12-28,PURCHASE,16.42,1642,FREIGHTCOM INC. BOLTON,,1642,0,keyword:freight,CC_PURCHASE_3937
3938,2023-12-28,PURCHASE,16.66,1666,FREIGHTCOM INC. BOLTON,,1666,0,keyword:freight,CC_PURCHASE_3938
3939,2023-12-28,PURCHASE,14.70,1470,FREIGHTCOM INC. BOLTON,,1470,0,keyword:freight,CC_PURCHASE_3939
3940,2023-12-28,PURCHASE,17.97,1797,FREIGHTCOM INC. BOLTON,,1797,0,keyword:freight,CC_PURCHASE_3940
3941,2023-12-28,PURCHASE,18.94,1894,FREIGHTCOM INC. BOLTON,,1894,0,keyword:freight,CC_PURCHASE_3941
1383,2023-12-29,PURCHASE,43.42,4342,AMHERST PHARMA SAVE,PHARMASAVE,4342,0,VENDOR_PROFILE,CC_PURCHASE_1383
1384,2023-12-29,PURCHASE,982.18,98218,PACIFIC DISTRIBUTION WHOL,,98218,0,default:cogs_supplements,CC_PURCHASE_1384
1380,2024-01-02,PURCHASE,15.60,1560,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1560,0,default:cogs_supplements,CC_PURCHASE_1380
1381,2024-01-02,REFUND,26.45,2645,GROSNOR DISTRIBUTION AJAX,,2645,0,default:cogs_supplements,CC_PURCHASE_1381
1382,2024-01-02,PURCHASE,102.54,10254,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,10254,0,VENDOR_PROFILE,CC_PURCHASE_1382
3935,2024-01-02,PURCHASE,37.93,3793,MTY GROUP /,,3793,0,default:cogs_supplements,CC_PURCHASE_3935
3936,2024-01-02,PURCHASE,35.60,3560,WAL-MART #5789 AMHERST,WALMART,3560,0,VENDOR_PROFILE,CC_PURCHASE_3936
1378,2024-01-03,PURCHASE,143.67,14367,NOVA SCOTIA PWR/EZ-PAY,,14367,0,default:cogs_supplements,CC_PURCHASE_1378
1379,2024-01-03,PURCHASE,2.51,251,KUBRA/EZ-PAY 905-624-2220,,251,0,default:cogs_supplements,CC_PURCHASE_1379
3933,2024-01-03,PURCHASE,14.70,1470,FREIGHTCOM INC. BOLTON,,1470,0,keyword:freight,CC_PURCHASE_3933
3934,2024-01-03,PURCHASE,14.70,1470,FREIGHTCOM INC. BOLTON,,1470,0,keyword:freight,CC_PURCHASE_3934
1377,2024-01-04,PURCHASE,1902.56,190256,FIT FOODS LTD.,,190256,0,default:cogs_supplements,CC_PURCHASE_1377
1367,2024-01-05,PURCHASE,1180.60,118060,PESCIENCE 8888850195,,118060,0,default:cogs_supplements,CC_PURCHASE_1367
1368,2024-01-05,PURCHASE,1480.21,148021,SHOPIFY INC/211278217 OTTAWA,,148021,0,default:cogs_supplements,CC_PURCHASE_1368
3925,2024-01-05,PURCHASE,57.49,5749,AMZN MKTP CA*TK3I11JV2,,5749,0,default:cogs_supplements,CC_PURCHASE_3925
3926,2024-01-05,PURCHASE,57.49,5749,AMZN MKTP CA*TK3I18JM2,,5749,0,default:cogs_supplements,CC_PURCHASE_3926
3927,2024-01-05,PURCHASE,57.49,5749,AMZN MKTP CA*TK5VJ6JJ2,,5749,0,default:cogs_supplements,CC_PURCHASE_3927
3928,2024-01-05,PURCHASE,109.23,10923,AMZN MKTP CA*TK7DS0O01,,10923,0,default:cogs_supplements,CC_PURCHASE_3928
3929,2024-01-05,PURCHASE,57.49,5749,AMZN MKTP CA*TK83N5JL2,,5749,0,default:cogs_supplements,CC_PURCHASE_3929
3930,2024-01-05,PURCHASE,34.97,3497,FREIGHTCOM INC. BOLTON,,3497,0,keyword:freight,CC_PURCHASE_3930
1355,2024-01-08,PURCHASE,435.10,43510,PURCHASE INTEREST,,43510,0,default:cogs_supplements,CC_PURCHASE_1355
1357,2024-01-08,PURCHASE,4232.22,423222,PEAK PERFORMANCE MISSISSAUGA,,423222,0,default:cogs_supplements,CC_PURCHASE_1357
1359,2024-01-08,PURCHASE,39.87,3987,CIRCLE K /,,3987,0,default:cogs_supplements,CC_PURCHASE_1359
1360,2024-01-08,PURCHASE,312.40,31240,DOLLARAMA # 209,,31240,0,keyword:dollarama,CC_PURCHASE_1360
1361,2024-01-08,PURCHASE,588.88,58888,BLACK CAT IMPORTERS,,58888,0,default:cogs_supplements,CC_PURCHASE_1361
1362,2024-01-08,PURCHASE,288.65,28865,PC EXPRESS 0312,,28865,0,default:cogs_supplements,CC_PURCHASE_1362
1363,2024-01-08,PURCHASE,1939.73,193973,SUPPLEMENT FACTS OTTAWA,,193973,0,default:cogs_supplements,CC_PURCHASE_1363
3918,2024-01-08,REFUND,11.06,1106,FREIGHTCOM INC. BOLTON,,1106,0,keyword:freight,CC_PURCHASE_3918
3922,2024-01-08,PURCHASE,74.14,7414,AMHERST PHARMA SAVE,PHARMASAVE,7414,0,VENDOR_PROFILE,CC_PURCHASE_3922
3923,2024-01-08,PURCHASE,20.10,2010,CIRCLE K /,,2010,0,default:cogs_supplements,CC_PURCHASE_3923
3924,2024-01-08,PURCHASE,69.21,6921,PAYPAL *ALIPAYCANAD 4029357733,,6921,0,default:cogs_supplements,CC_PURCHASE_3924
1354,2024-01-09,REFUND,0.06,6,INTEREST REVERSAL,,6,0,default:cogs_supplements,CC_PURCHASE_1354
3916,2024-01-09,PURCHASE,14.63,1463,FREIGHTCOM INC. BOLTON,,1463,0,keyword:freight,CC_PURCHASE_3916
3915,2024-01-10,PURCHASE,1.64,164,FREIGHTCOM INC. BOLTON,,164,0,keyword:freight,CC_PURCHASE_3915
1347,2024-01-11,PURCHASE,31.63,3163,"CHATGPT SUBSCRIPTION HTTPSOPENAI.C,",,3163,0,default:cogs_supplements,CC_PURCHASE_1347
1346,2024-01-12,PURCHASE,22.99,2299,APPLE.COM/BILL 866-712-7753,,2299,0,default:cogs_supplements,CC_PURCHASE_1346
1344,2024-01-15,PURCHASE,28.92,2892,AMHERST PHARMA SAVE,PHARMASAVE,2892,0,VENDOR_PROFILE,CC_PURCHASE_1344
1345,2024-01-15,PURCHASE,1932.38,193238,BELIEVESUPP 4508001414,,193238,0,default:cogs_supplements,CC_PURCHASE_1345
3907,2024-01-15,PURCHASE,12.40,1240,"CREATIVE FABRICA AMSTERDAM,",,1240,0,default:cogs_supplements,CC_PURCHASE_3907
3908,2024-01-15,PURCHASE,11.49,1149,GOOGLE *BYTEDANCE 650-253-0000,,1149,0,default:cogs_supplements,CC_PURCHASE_3908
3909,2024-01-15,PURCHASE,104.03,10403,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,10403,0,VENDOR_PROFILE,CC_PURCHASE_3909
3910,2024-01-15,PURCHASE,24.00,2400,SUPER 8 AMHERST,,2400,0,default:cogs_supplements,CC_PURCHASE_3910
3911,2024-01-15,PURCHASE,64.82,6482,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,6482,0,VENDOR_PROFILE,CC_PURCHASE_3911
3912,2024-01-15,PURCHASE,23.95,2395,WAL-MART #5789 AMHERST,WALMART,2395,0,VENDOR_PROFILE,CC_PURCHASE_3912
3906,2024-01-16,PURCHASE,13.17,1317,FREIGHTCOM INC. BOLTON,,1317,0,keyword:freight,CC_PURCHASE_3906
3904,2024-01-17,PURCHASE,26.21,2621,AMZN MKTP CA*R89Q53CF2,,2621,0,default:cogs_supplements,CC_PURCHASE_3904
3905,2024-01-17,PURCHASE,462.09,46209,BELL ALIANT ONLINE,,46209,0,default:cogs_supplements,CC_PURCHASE_3905
1341,2024-01-18,PURCHASE,498.18,49818,PURITY LIFE HEALTH,,49818,0,default:cogs_supplements,CC_PURCHASE_1341
3897,2024-01-18,PURCHASE,12.64,1264,AMZN MKTP CA*R89V36LC2,,1264,0,default:cogs_supplements,CC_PURCHASE_3897
3898,2024-01-18,PURCHASE,84.97,8497,AMZN MKTP CA*R825237E0,,8497,0,default:cogs_supplements,CC_PURCHASE_3898
3899,2024-01-18,PURCHASE,39.99,3999,AMZN MKTP CA*R88VF22F0,,3999,0,default:cogs_supplements,CC_PURCHASE_3899
3900,2024-01-18,PURCHASE,11.82,1182,AMZN MKTP CA*RT4D04711,,1182,0,default:cogs_supplements,CC_PURCHASE_3900
3901,2024-01-18,PURCHASE,30.22,3022,FREIGHTCOM INC. BOLTON,,3022,0,keyword:freight,CC_PURCHASE_3901
3896,2024-01-19,PURCHASE,14.17,1417,FREIGHTCOM INC. BOLTON,,1417,0,keyword:freight,CC_PURCHASE_3896
1335,2024-01-22,PURCHASE,3.69,369,AMHERST PHARMA SAVE,PHARMASAVE,369,0,VENDOR_PROFILE,CC_PURCHASE_1335
1338,2024-01-22,PURCHASE,31.83,3183,"SHOPIFY/213521152 OTTAWA, ON",,3183,0,default:cogs_supplements,CC_PURCHASE_1338
1339,2024-01-22,PURCHASE,1496.31,149631,FIT FOODS LTD.,,149631,0,default:cogs_supplements,CC_PURCHASE_1339
1340,2024-01-22,PURCHASE,48.23,4823,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,4823,0,VENDOR_PROFILE,CC_PURCHASE_1340
3891,2024-01-22,PURCHASE,51.38,5138,WAL-MART #5789 AMHERST,WALMART,5138,0,VENDOR_PROFILE,CC_PURCHASE_3891
3892,2024-01-22,REFUND,84.97,8497,AMZN MKTP CA,,8497,0,default:cogs_supplements,CC_PURCHASE_3892
3893,2024-01-22,PURCHASE,1152.82,115282,COSTCO WHOLESALE W1345,COSTCO,115282,0,VENDOR_PROFILE,CC_PURCHASE_3893
3894,2024-01-22,PURCHASE,18.54,1854,TIM HORTONS #5540,,1854,0,default:cogs_supplements,CC_PURCHASE_3894
3895,2024-01-22,PURCHASE,70.26,7026,COSTCO WHOLESALE W1345,COSTCO,7026,0,VENDOR_PROFILE,CC_PURCHASE_3895
1328,2024-01-23,PURCHASE,65.14,6514,AMZN MKTP CA*R878N5BN1,,6514,0,default:cogs_supplements,CC_PURCHASE_1328
1329,2024-01-23,PURCHASE,40.35,4035,STEAMGAMES.COM 4259522985 912-1844160,,4035,0,default:cogs_supplements,CC_PURCHASE_1329
3888,2024-01-23,PURCHASE,14.55,1455,FREIGHTCOM INC. BOLTON,,1455,0,keyword:freight,CC_PURCHASE_3888
3889,2024-01-23,PURCHASE,52.40,5240,HIGHLAND MARKET AMHERST,,5240,0,default:cogs_supplements,CC_PURCHASE_3889
3890,2024-01-23,PURCHASE,85.45,8545,WAL-MART #5789 AMHERST,WALMART,8545,0,VENDOR_PROFILE,CC_PURCHASE_3890
1322,2024-01-24,PURCHASE,11.79,1179,DOLLARAMA # 209,,1179,0,keyword:dollarama,CC_PURCHASE_1322
1323,2024-01-24,PURCHASE,165.60,16560,FIT FOODS LTD.,,16560,0,default:cogs_supplements,CC_PURCHASE_1323
1324,2024-01-24,PURCHASE,462.79,46279,SP SPROOS WHISTLER,,46279,0,default:cogs_supplements,CC_PURCHASE_1324
1325,2024-01-24,PURCHASE,140.38,14038,PAYPAL *DIGITALINSP 4029357733,,14038,0,default:cogs_supplements,CC_PURCHASE_1325
1326,2024-01-24,PURCHASE,12.65,1265,GOOGLE *WAVE FINANCIAL,,1265,0,default:cogs_supplements,CC_PURCHASE_1326
1327,2024-01-24,PURCHASE,12.52,1252,SHOPIFY INC/213943204 OTTAWA,,1252,0,default:cogs_supplements,CC_PURCHASE_1327
1319,2024-01-25,PURCHASE,465.82,46582,PURITY LIFE HEALTH,,46582,0,default:cogs_supplements,CC_PURCHASE_1319
1320,2024-01-25,PURCHASE,103.93,10393,BELL ALIANT OBB,,10393,0,default:cogs_supplements,CC_PURCHASE_1320
1321,2024-01-25,PURCHASE,1917.05,191705,GROSNOR DISTRIBUTION AJAX,,191705,0,default:cogs_supplements,CC_PURCHASE_1321
1315,2024-01-26,PURCHASE,19.45,1945,AMZN MKTP CA*R07BH6132,,1945,0,default:cogs_supplements,CC_PURCHASE_1315
1318,2024-01-26,PURCHASE,12.64,1264,APPLE.COM/BILL 866-712-7753,,1264,0,default:cogs_supplements,CC_PURCHASE_1318
3886,2024-01-26,PURCHASE,14.55,1455,FREIGHTCOM INC. BOLTON,,1455,0,keyword:freight,CC_PURCHASE_3886
1309,2024-01-29,PURCHASE,33.85,3385,AMHERST PHARMA SAVE,PHARMASAVE,3385,0,VENDOR_PROFILE,CC_PURCHASE_1309
1310,2024-01-29,PURCHASE,30.13,3013,CIRCLE K /,,3013,0,default:cogs_supplements,CC_PURCHASE_1310
1311,2024-01-29,PURCHASE,67.80,6780,DRI*BLUEIRISSHAREIT.IN NRW,,6780,0,default:cogs_supplements,CC_PURCHASE_1311
1313,2024-01-29,PURCHASE,434.74,43474,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,43474,0,VENDOR_PROFILE,CC_PURCHASE_1313
1314,2024-01-29,PURCHASE,303.56,30356,PAYPAL *ALIPAYCANAD 4029357733,,30356,0,default:cogs_supplements,CC_PURCHASE_1314
3881,2024-01-29,PURCHASE,248.40,24840,TEMPLE OF EDEN,,24840,0,default:cogs_supplements,CC_PURCHASE_3881
3882,2024-01-29,PURCHASE,121.82,12182,WAL-MART #5789 AMHERST,WALMART,12182,0,VENDOR_PROFILE,CC_PURCHASE_3882
3883,2024-01-29,PURCHASE,20.06,2006,FREIGHTCOM INC. BOLTON,,2006,0,keyword:freight,CC_PURCHASE_3883
3884,2024-01-29,PURCHASE,75.68,7568,FACEBK ES66SZTSF2 6505434800,,7568,0,default:cogs_supplements,CC_PURCHASE_3884
3885,2024-01-29,PURCHASE,3.78,378,FACEBK TP4ASZTSF2 6505434800,,378,0,default:cogs_supplements,CC_PURCHASE_3885
3880,2024-01-30,PURCHASE,14.55,1455,FREIGHTCOM INC. BOLTON,,1455,0,keyword:freight,CC_PURCHASE_3880
3878,2024-01-31,PURCHASE,11.00,1100,FREIGHTCOM INC. BOLTON,,1100,0,keyword:freight,CC_PURCHASE_3878
3876,2024-02-01,PURCHASE,13.61,1361,FREIGHTCOM INC. BOLTON,,1361,0,keyword:freight,CC_PURCHASE_3876
1298,2024-02-02,PURCHASE,4014.61,401461,ALIBABA.COM VANCOUVER,,401461,0,default:cogs_supplements,CC_PURCHASE_1298
1300,2024-02-02,PURCHASE,15.60,1560,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1560,0,default:cogs_supplements,CC_PURCHASE_1300
3869,2024-02-02,PURCHASE,345.76,34576,ALIBABA.COM VANCOUVER,,34576,0,default:cogs_supplements,CC_PURCHASE_3869
3873,2024-02-02,PURCHASE,18.32,1832,FREIGHTCOM INC. BOLTON,,1832,0,keyword:freight,CC_PURCHASE_3873
3875,2024-02-02,PURCHASE,61.13,6113,WAL-MART #5789 AMHERST,WALMART,6113,0,VENDOR_PROFILE,CC_PURCHASE_3875
3865,2024-02-05,PURCHASE,11.00,1100,FREIGHTCOM INC. BOLTON,,1100,0,keyword:freight,CC_PURCHASE_3865
3866,2024-02-05,PURCHASE,16.27,1627,FREIGHTCOM INC. BOLTON,,1627,0,keyword:freight,CC_PURCHASE_3866
3867,2024-02-05,PURCHASE,55.19,5519,KFC 1048 AMHERST,,5519,0,default:cogs_supplements,CC_PURCHASE_3867
3868,2024-02-05,PURCHASE,40.01,4001,PROXI WEST AMHERST,,4001,0,default:cogs_supplements,CC_PURCHASE_3868
1294,2024-02-07,PURCHASE,2594.69,259469,GROSNOR DISTRIBUTION AJAX,,259469,0,default:cogs_supplements,CC_PURCHASE_1294
1289,2024-02-08,PURCHASE,48.35,4835,PURCHASE INTEREST,,4835,0,default:cogs_supplements,CC_PURCHASE_1289
1292,2024-02-08,PURCHASE,205.93,20593,DOLLARAMA # 209,,20593,0,keyword:dollarama,CC_PURCHASE_1292
1293,2024-02-08,PURCHASE,1390.31,139031,SUPPLEMENT FACTS OTTAWA,,139031,0,default:cogs_supplements,CC_PURCHASE_1293
3864,2024-02-08,PURCHASE,19.14,1914,FREIGHTCOM INC. BOLTON,,1914,0,keyword:freight,CC_PURCHASE_3864
1286,2024-02-09,REFUND,1.63,163,INTEREST REVERSAL,,163,0,default:cogs_supplements,CC_PURCHASE_1286
1288,2024-02-09,REFUND,1.09,109,INTEREST REVERSAL,,109,0,default:cogs_supplements,CC_PURCHASE_1288
1281,2024-02-12,PURCHASE,22.99,2299,APPLE.COM/BILL 866-712-7753,,2299,0,default:cogs_supplements,CC_PURCHASE_1281
1282,2024-02-12,PURCHASE,31.80,3180,"CHATGPT SUBSCRIPTION HTTPSOPENAI.C,",,3180,0,default:cogs_supplements,CC_PURCHASE_1282
1284,2024-02-12,PURCHASE,17.99,1799,GROSNOR DISTRIBUTION AJAX,,1799,0,default:cogs_supplements,CC_PURCHASE_1284
3860,2024-02-12,PURCHASE,15.76,1576,FREIGHTCOM INC. BOLTON,,1576,0,keyword:freight,CC_PURCHASE_3860
3861,2024-02-12,PURCHASE,13.61,1361,FREIGHTCOM INC. BOLTON,,1361,0,keyword:freight,CC_PURCHASE_3861
3862,2024-02-12,PURCHASE,828.00,82800,IN *ALCAMI ELEMENTS,,82800,0,default:cogs_supplements,CC_PURCHASE_3862
3863,2024-02-12,PURCHASE,249.71,24971,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,24971,0,VENDOR_PROFILE,CC_PURCHASE_3863
1275,2024-02-13,PURCHASE,37.00,3700,SQ *ROTARY CLUB,,3700,0,default:cogs_supplements,CC_PURCHASE_1275
1277,2024-02-13,PURCHASE,61.05,6105,REGISTRY OF JOINT,,6105,0,default:cogs_supplements,CC_PURCHASE_1277
1278,2024-02-13,PURCHASE,92.00,9200,BAMBORA INTERNET PSP,,9200,0,default:cogs_supplements,CC_PURCHASE_1278
1279,2024-02-13,PURCHASE,2777.98,277798,BIOREVERSA TROIS RIVIERE,,277798,0,default:cogs_supplements,CC_PURCHASE_1279
3857,2024-02-13,PURCHASE,95.63,9563,AMHERST PHARMA SAVE,PHARMASAVE,9563,0,VENDOR_PROFILE,CC_PURCHASE_3857
3858,2024-02-13,PURCHASE,7.54,754,AMHERST PHARMA SAVE,PHARMASAVE,754,0,VENDOR_PROFILE,CC_PURCHASE_3858
1270,2024-02-14,PURCHASE,1393.86,139386,PACIFIC DISTRIBUTION WHOL,,139386,0,default:cogs_supplements,CC_PURCHASE_1270
1271,2024-02-14,PURCHASE,55.20,5520,PACIFIC DISTRIBUTION WHOL,,5520,0,default:cogs_supplements,CC_PURCHASE_1271
1272,2024-02-14,PURCHASE,241.50,24150,PACIFIC DISTRIBUTION WHOL,,24150,0,default:cogs_supplements,CC_PURCHASE_1272
1273,2024-02-14,PURCHASE,2.86,286,NEEDS 182 AMHERST,,286,0,default:cogs_supplements,CC_PURCHASE_1273
1274,2024-02-14,PURCHASE,11.47,1147,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,1147,0,VENDOR_PROFILE,CC_PURCHASE_1274
3855,2024-02-14,PURCHASE,11.49,1149,GOOGLE *BYTEDANCE 650-253-0000,,1149,0,default:cogs_supplements,CC_PURCHASE_3855
3856,2024-02-14,PURCHASE,12.52,1252,"CREATIVE FABRICA AMSTERDAM,",,1252,0,default:cogs_supplements,CC_PURCHASE_3856
1269,2024-02-15,PURCHASE,1330.30,133030,SUPPLEMENT FACTS OTTAWA,,133030,0,default:cogs_supplements,CC_PURCHASE_1269
3854,2024-02-15,PURCHASE,42.18,4218,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,4218,0,VENDOR_PROFILE,CC_PURCHASE_3854
1267,2024-02-16,PURCHASE,961.43,96143,MONCTONCASH&CARRY#301 MONCTON,,96143,0,default:cogs_supplements,CC_PURCHASE_1267
1268,2024-02-16,PURCHASE,105.54,10554,IFOODEQUIPMENT.CA MONCTON,,10554,0,default:cogs_supplements,CC_PURCHASE_1268
3851,2024-02-16,PURCHASE,5.16,516,HIGHLAND MARKET AMHERST,,516,0,default:cogs_supplements,CC_PURCHASE_3851
3853,2024-02-16,PURCHASE,97.51,9751,NSLC #2302 AMHERST,,9751,0,default:cogs_supplements,CC_PURCHASE_3853
1257,2024-02-20,PURCHASE,31.84,3184,"SHOPIFY/217877169 OTTAWA, ON",,3184,0,default:cogs_supplements,CC_PURCHASE_1257
