bank_txn_id,bank_date,bank_amount_cents,bank_amount,card_last4,wave_bill_id,invoice_date,vendor_raw,cc_txn_id,abs_date_diff_days,signed_date_diff_days,match_method
613,2025-01-27,2800,28.00,318,582,2025-01-18,Walmart - Bill,656,9,9,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
614,2025-01-27,18503,185.03,318,592,2025-01-26,Walmart - Bill,632,1,1,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
615,2025-01-27,14615,146.15,318,588,2025-01-24,Atlantic Superstore - Bill,645,3,3,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
616,2025-01-27,22883,228.83,318,587,2025-01-24,Christmas Discounters - Bill,647,3,3,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
617,2025-01-27,9090,90.90,318,590,2025-01-25,Sobeys - Bill,641,2,2,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
618,2025-01-27,1640,16.40,318,591,2025-01-25,Atlantic Superstore - Bill,643,2,2,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
577,2025-02-10,3679,36.79,318,586,2025-01-24,Amazon - Bill,3112,17,17,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
578,2025-02-10,7222,72.22,318,596,2025-02-01,Amazon - Bill,607,9,9,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
556,2025-02-12,32965,329.65,318,606,2025-02-08,Atlantic Superstore - Bill,593,4,4,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
557,2025-02-12,439125,4391.25,154,613,2025-02-12,Costco - Bill,3066,0,0,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
558,2025-02-12,231434,2314.34,154,603,2025-02-05,Costco - Bill,3085,7,7,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
559,2025-02-12,15541,155.41,318,607,2025-02-08,Giant Tiger - Bill,592,4,4,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
560,2025-02-12,2101,21.01,318,594,2025-01-28,Walmart - Bill,623,15,15,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
564,2025-02-12,11904,119.04,154,601,2025-02-05,Pharmasave - Bill,3086,7,7,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
565,2025-02-12,1169,11.69,154,600,2025-02-05,Pharmasave - Bill,3087,7,7,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
519,2025-02-27,195820,1958.20,154,629,2025-02-25,Costco - Bill,3040,2,2,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
520,2025-02-27,19324,193.24,318,620,2025-02-14,Atlantic Superstore - Bill,566,13,13,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
523,2025-02-27,2625,26.25,318,608,2025-02-08,Pharmasave - Bill,594,19,19,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
524,2025-02-27,4927,49.27,318,623,2025-02-20,Pharmasave - Bill,556,7,7,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
525,2025-02-27,12986,129.86,318,621,2025-02-15,Atlantic Superstore - Bill,564,12,12,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
526,2025-02-27,1561,15.61,318,633,2025-02-26,Pharmasave - Bill,539,1,1,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
528,2025-02-27,28200,282.00,318,626,2025-02-22,Atlantic Superstore - Bill,551,5,5,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
464,2025-03-17,11086,110.86,318,656,2025-03-15,Pharmasave - Bill,500,2,2,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
466,2025-03-17,8008,80.08,318,653,2025-03-14,Pharmasave - Bill,503,3,3,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
468,2025-03-17,186991,1869.91,154,647,2025-03-09,Costco - Bill,3003,8,8,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
469,2025-03-17,2760,27.60,318,644,2025-03-08,Christmas Discounters - Bill,512,9,9,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
471,2025-03-17,6617,66.17,318,643,2025-03-08,Pharmasave - Bill,515,9,9,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
475,2025-03-17,4495,44.95,318,641,2025-03-07,Pharmasave - Bill,516,10,10,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
442,2025-03-20,12068,120.68,318,657,2025-03-17,Canadian Tire - Bill,482,3,3,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
443,2025-03-20,1264,12.64,318,659,2025-03-18,C.E. Harrison Home Hardware - Bill,481,2,2,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
444,2025-03-20,2068,20.68,318,658,2025-03-18,Canadian Tire - Bill,478,2,2,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
446,2025-03-20,3449,34.49,318,663,2025-03-19,Canadian Tire - Bill,474,1,1,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
447,2025-03-20,11658,116.58,318,665,2025-03-20,Sobeys - Bill,463,0,0,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
448,2025-03-20,253183,2531.83,154,664,2025-03-19,Costco - Bill,2983,1,1,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
430,2025-03-26,892,8.92,318,671,2025-03-21,Pharmasave - Bill,461,5,5,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
406,2025-04-08,6855,68.55,318,683,2025-04-08,Gov't of Nova Scotia - Bill,433,0,0,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
395,2025-04-11,13153,131.53,318,705,2025-05-31,Bell - Bill,348,50,-50,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
369,2025-04-24,2783,27.83,318,690,2025-04-22,Walmart - Bill,408,2,2,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
355,2025-05-05,5070,50.70,318,617,2025-02-13,Shopify - Bill,569,81,81,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
356,2025-05-05,5108,51.08,318,655,2025-03-15,Shopify - Bill,501,51,51,T2_FINAL_AUTO_CC_PAYMENT_TRANSFER_EXACT_AMOUNT
