id,wave_bill_id,match_type,bank_txn_id,cc_txn_id,cc_payment_txn_id,confidence,match_method,date_diff_days,amount_diff_cents,notes
234,566,CC_PURCHASE,,3152,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 7022
235,567,CC_PURCHASE,,668,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 4337
236,568,CC_PURCHASE,,3151,,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 7022 [Auto-approved: exact amount match]
237,569,CC_PURCHASE,,3150,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
238,570,CC_PURCHASE,,664,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 4337
239,571,CC_PURCHASE,,665,,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 4337 [Auto-approved: exact amount match]
240,577,CC_PURCHASE,,3130,610,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 8154
241,578,CC_PURCHASE,,3128,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 7022 [Auto-approved: exact amount match]
242,579,CC_PURCHASE,,3124,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 7022 [Auto-approved: exact amount match]
243,580,CC_PURCHASE,,3125,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 7022
244,581,CC_PURCHASE,,3127,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 7022
245,582,CC_PURCHASE,,656,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 4337
246,586,CC_PURCHASE,,3112,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 7022
247,587,CC_PURCHASE,,647,,HIGH,CC_PURCHASE_AMOUNT_3D,3,0,Card 4337 [Auto-approved: exact amount match]
248,588,CC_PURCHASE,,645,,HIGH,CC_PURCHASE_AMOUNT_3D,3,0,Card 4337 [Auto-approved: exact amount match]
249,590,CC_PURCHASE,,641,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 4337 [Auto-approved: exact amount match]
250,591,CC_PURCHASE,,643,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 4337 [Auto-approved: exact amount match]
251,592,CC_PURCHASE,,632,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 4337
252,594,CC_PURCHASE,,623,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 0318
253,596,CC_PURCHASE,,607,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 4337
254,598,CC_PURCHASE,,604,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 4337 [Auto-approved: exact amount match]
255,600,CC_PURCHASE,,3087,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
256,601,CC_PURCHASE,,3086,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
257,603,CC_PURCHASE,,3085,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
258,604,CC_PURCHASE,,598,555,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 0318 [Auto-approved: exact amount match]
259,606,CC_PURCHASE,,593,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
260,607,CC_PURCHASE,,592,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
261,608,CC_PURCHASE,,594,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 0318
262,609,CC_PURCHASE,,567,,HIGH,CC_PURCHASE_AMOUNT_7D,7,0,Card 4337 [Auto-approved: exact amount match]
263,613,CC_PURCHASE,,3066,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
264,614,CC_PURCHASE,,570,562,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 0318 [Auto-approved: exact amount match]
265,617,CC_PURCHASE,,569,,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 4337 [Auto-approved: exact amount match]
266,618,CC_PURCHASE,,3060,,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 7022 [Auto-approved: exact amount match]
267,620,CC_PURCHASE,,566,,HIGH,CC_PURCHASE_AMOUNT_4D,4,0,Card 0318 [Auto-approved: exact amount match]
268,621,CC_PURCHASE,,564,,HIGH,CC_PURCHASE_AMOUNT_3D,3,0,Card 0318 [Auto-approved: exact amount match]
269,623,CC_PURCHASE,,556,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 0318
270,626,CC_PURCHASE,,551,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 4337 [Auto-approved: exact amount match]
271,629,CC_PURCHASE,,3040,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
272,633,CC_PURCHASE,,539,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 0318
273,634,CC_PURCHASE,,3034,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 8154
274,641,CC_PURCHASE,,516,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 0318
275,642,CC_PURCHASE,,513,472,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
276,643,CC_PURCHASE,,515,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 0318
277,644,CC_PURCHASE,,512,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
278,647,CC_PURCHASE,,3003,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
279,653,CC_PURCHASE,,503,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 0318
280,655,CC_PURCHASE,,501,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
281,656,CC_PURCHASE,,500,,HIGH,CC_PURCHASE_VENDOR_2D,2,0,Card 0318
282,657,CC_PURCHASE,,482,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
283,658,CC_PURCHASE,,478,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
284,659,CC_PURCHASE,,481,,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 0318 [Auto-approved: exact amount match]
285,663,CC_PURCHASE,,474,,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
286,664,CC_PURCHASE,,2983,,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 7022
287,665,CC_PURCHASE,,463,,HIGH,CC_PURCHASE_AMOUNT_4D,4,0,Card 0318 [Auto-approved: exact amount match]
288,666,CC_PURCHASE,,468,450,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 0318
289,667,CC_PURCHASE,,467,449,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 0318
290,669,CC_PURCHASE,,460,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 0318
291,670,CC_PURCHASE,,462,431,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 0318
292,671,CC_PURCHASE,,461,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 0318
293,673,CC_PURCHASE,,457,429,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 0318 [Auto-approved: exact amount match]
294,675,CC_PURCHASE,,456,428,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 0318
295,681,CC_PURCHASE,,440,404,HIGH,CC_PURCHASE_AMOUNT_4D,4,0,Card 0318 [Auto-approved: exact amount match]
296,683,CC_PURCHASE,,433,,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 0318 [Auto-approved: exact amount match]
297,687,CC_PURCHASE,,416,366,HIGH,CC_PURCHASE_VENDOR_1D,1,0,Card 0318
298,689,CC_PURCHASE,,409,368,HIGH,CC_PURCHASE_AMOUNT_2D,2,0,Card 0318 [Auto-approved: exact amount match]
299,690,CC_PURCHASE,,408,,HIGH,CC_PURCHASE_VENDOR_3D,3,0,Card 0318
301,692,CC_PURCHASE,,400,,HIGH,CC_PURCHASE_VENDOR_4D,4,0,Card 4337
302,699,CC_PURCHASE,,375,334,HIGH,CC_PURCHASE_VENDOR_6D,6,0,Card 0318 [Auto-approved: exact amount match]
303,700,CC_PURCHASE,,381,,HIGH,CC_PURCHASE_AMOUNT_1D,1,0,Card 0318 [Auto-approved: exact amount match]
304,16,BANK_DEBIT,1686,,,EXACT,BANK_DEBIT_CARD_0D,0,0,DEBIT_CARD
305,34,BANK_DEBIT,1672,,,HIGH,BANK_DEBIT_CARD_10D,10,0,DEBIT_CARD [Auto-approved: exact amount match]
306,65,BANK_DEBIT,1649,,,HIGH,BANK_DEBIT_CARD_1D,1,0,DEBIT_CARD
307,67,BANK_DEBIT,1648,,,HIGH,BANK_DEBIT_CARD_1D,1,0,DEBIT_CARD
308,74,BANK_DEBIT,1620,,,HIGH,BANK_DEBIT_CARD_9D,9,0,DEBIT_CARD [Auto-approved: exact amount match]
309,130,BILL_PAYMENT,1470,,,HIGH,BANK_BILL_PAYMENT_14D,14,0,BILL_PAYMENT [Auto-approved: exact amount match]
310,196,BILL_PAYMENT,1317,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
311,199,BILL_PAYMENT,1316,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
312,205,BILL_PAYMENT,1290,,,HIGH,BANK_BILL_PAYMENT_8D,8,1,BILL_PAYMENT [Auto-approved: exact amount match]
313,212,BILL_PAYMENT,1297,,,HIGH,BANK_BILL_PAYMENT_6D,6,0,BILL_PAYMENT [Auto-approved: exact amount match]
314,213,BILL_PAYMENT,1294,,,HIGH,BANK_BILL_PAYMENT_5D,5,0,BILL_PAYMENT [Auto-approved: exact amount match]
315,214,BILL_PAYMENT,1296,,,HIGH,BANK_BILL_PAYMENT_5D,5,0,BILL_PAYMENT [Auto-approved: exact amount match]
316,215,BILL_PAYMENT,1301,,,HIGH,BANK_BILL_PAYMENT_5D,5,0,BILL_PAYMENT [Auto-approved: exact amount match]
317,225,BILL_PAYMENT,1273,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
318,237,BILL_PAYMENT,1247,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
319,241,BILL_PAYMENT,1251,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
320,247,BILL_PAYMENT,1234,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
321,257,BILL_PAYMENT,1218,,,HIGH,BANK_BILL_PAYMENT_1D,1,1,BILL_PAYMENT [Auto-approved: exact amount match]
322,269,BILL_PAYMENT,1190,,,HIGH,BANK_BILL_PAYMENT_5D,5,0,BILL_PAYMENT [Auto-approved: exact amount match]
323,273,BILL_PAYMENT,1189,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
324,332,BILL_PAYMENT,1069,,,HIGH,BANK_BILL_PAYMENT_6D,6,0,BILL_PAYMENT [Auto-approved: exact amount match]
325,341,BILL_PAYMENT,1055,,,HIGH,BANK_BILL_PAYMENT_6D,6,0,BILL_PAYMENT [Auto-approved: exact amount match]
326,343,BILL_PAYMENT,1058,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
327,353,BILL_PAYMENT,1048,,,HIGH,BANK_BILL_PAYMENT_0D,0,0,BILL_PAYMENT [Auto-approved: exact amount match]
328,355,BILL_PAYMENT,1038,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
329,362,BILL_PAYMENT,1041,,,HIGH,BANK_BILL_PAYMENT_0D,0,0,BILL_PAYMENT [Auto-approved: exact amount match]
330,370,BILL_PAYMENT,1019,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
331,372,BILL_PAYMENT,1013,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
332,373,BILL_PAYMENT,1015,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
333,376,BILL_PAYMENT,1012,,,HIGH,BANK_BILL_PAYMENT_0D,0,0,BILL_PAYMENT [Auto-approved: exact amount match]
334,377,BILL_PAYMENT,1014,,,HIGH,BANK_BILL_PAYMENT_0D,0,0,BILL_PAYMENT [Auto-approved: exact amount match]
335,379,BILL_PAYMENT,1008,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
336,381,BILL_PAYMENT,976,,,HIGH,BANK_BILL_PAYMENT_9D,9,0,BILL_PAYMENT [Auto-approved: exact amount match]
337,389,BILL_PAYMENT,915,,,HIGH,BANK_BILL_PAYMENT_27D,27,0,BILL_PAYMENT [Auto-approved: exact amount match]
338,390,BILL_PAYMENT,916,,,HIGH,BANK_BILL_PAYMENT_27D,27,0,BILL_PAYMENT [Auto-approved: exact amount match]
339,391,BILL_PAYMENT,910,,,HIGH,BANK_BILL_PAYMENT_27D,27,0,BILL_PAYMENT [Auto-approved: exact amount match]
340,394,BANK_DEBIT,992,,,HIGH,BANK_DEBIT_CARD_3D,3,0,DEBIT_CARD
341,396,BILL_PAYMENT,984,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
342,397,BILL_PAYMENT,981,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
343,400,BANK_DEBIT,933,,,HIGH,BANK_DEBIT_CARD_16D,16,0,DEBIT_CARD [Auto-approved: exact amount match]
344,404,BILL_PAYMENT,914,,,HIGH,BANK_BILL_PAYMENT_19D,19,0,BILL_PAYMENT [Auto-approved: exact amount match]
345,409,BILL_PAYMENT,970,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
346,410,BILL_PAYMENT,969,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
347,414,BILL_PAYMENT,943,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
348,419,BILL_PAYMENT,942,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
349,421,BILL_PAYMENT,944,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
350,428,BILL_PAYMENT,905,,,HIGH,BANK_BILL_PAYMENT_6D,6,0,BILL_PAYMENT [Auto-approved: exact amount match]
351,430,BILL_PAYMENT,922,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
352,431,BILL_PAYMENT,923,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
353,434,BILL_PAYMENT,864,,,HIGH,BANK_BILL_PAYMENT_13D,13,0,BILL_PAYMENT [Auto-approved: exact amount match]
354,437,BILL_PAYMENT,904,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
355,439,BANK_DEBIT,902,,,HIGH,BANK_DEBIT_CARD_1D,1,0,DEBIT_CARD
356,443,BILL_PAYMENT,893,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
357,445,BILL_PAYMENT,888,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
358,448,BILL_PAYMENT,890,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
359,453,BILL_PAYMENT,876,,,HIGH,BANK_BILL_PAYMENT_5D,5,0,BILL_PAYMENT [Auto-approved: exact amount match]
360,457,BILL_PAYMENT,875,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
361,461,BILL_PAYMENT,860,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
362,467,BILL_PAYMENT,848,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
363,468,BILL_PAYMENT,847,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
364,476,BILL_PAYMENT,819,,,HIGH,BANK_BILL_PAYMENT_5D,5,0,BILL_PAYMENT [Auto-approved: exact amount match]
365,481,BILL_PAYMENT,820,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
366,487,BILL_PAYMENT,742,,,HIGH,BANK_BILL_PAYMENT_19D,19,0,BILL_PAYMENT [Auto-approved: exact amount match]
367,498,BILL_PAYMENT,776,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
368,513,BILL_PAYMENT,755,,,HIGH,BANK_BILL_PAYMENT_5D,5,0,BILL_PAYMENT [Auto-approved: exact amount match]
369,516,BILL_PAYMENT,743,,,HIGH,BANK_BILL_PAYMENT_6D,6,0,BILL_PAYMENT [Auto-approved: exact amount match]
370,526,BILL_PAYMENT,725,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
371,528,BILL_PAYMENT,730,,,HIGH,BANK_BILL_PAYMENT_4D,4,0,BILL_PAYMENT [Auto-approved: exact amount match]
372,530,BILL_PAYMENT,668,,,HIGH,BANK_BILL_PAYMENT_27D,27,0,BILL_PAYMENT [Auto-approved: exact amount match]
373,531,BILL_PAYMENT,727,,,HIGH,BANK_BILL_PAYMENT_3D,3,1,BILL_PAYMENT [Auto-approved: exact amount match]
374,534,BILL_PAYMENT,728,,,HIGH,BANK_BILL_PAYMENT_0D,0,0,BILL_PAYMENT [Auto-approved: exact amount match]
375,536,BILL_PAYMENT,700,,,HIGH,BANK_BILL_PAYMENT_14D,14,0,BILL_PAYMENT [Auto-approved: exact amount match]
376,538,E_TRANSFER_REIMBURSE,716,,,HIGH,USER_MANUAL,1,0,Dwayne reimbursement (Atlantic Superstore) - linked away from CC payment
377,554,BILL_PAYMENT,682,,,HIGH,BANK_BILL_PAYMENT_2D,2,0,BILL_PAYMENT [Auto-approved: exact amount match]
378,557,BILL_PAYMENT,651,,,HIGH,BANK_BILL_PAYMENT_7D,7,1,BILL_PAYMENT [Auto-approved: exact amount match]
379,576,BILL_PAYMENT,604,,,HIGH,BANK_BILL_PAYMENT_10D,10,0,BILL_PAYMENT [Auto-approved: exact amount match]
380,583,BILL_PAYMENT,607,,,HIGH,BANK_BILL_PAYMENT_6D,6,0,BILL_PAYMENT [Auto-approved: exact amount match]
382,593,BILL_PAYMENT,566,,,HIGH,BANK_BILL_PAYMENT_15D,15,0,BILL_PAYMENT [Auto-approved: exact amount match]
383,597,BANK_DEBIT,534,,,HIGH,BANK_DEBIT_CARD_23D,23,0,DEBIT_CARD [Auto-approved: exact amount match]
384,602,BILL_PAYMENT,561,,,HIGH,BANK_BILL_PAYMENT_7D,7,0,BILL_PAYMENT [Auto-approved: exact amount match]
385,611,BILL_PAYMENT,563,,,HIGH,BANK_BILL_PAYMENT_0D,0,0,BILL_PAYMENT [Auto-approved: exact amount match]
386,624,BILL_PAYMENT,522,,,HIGH,BANK_BILL_PAYMENT_6D,6,1,BILL_PAYMENT [Auto-approved: exact amount match]
387,630,BANK_DEBIT,517,,,HIGH,BANK_DEBIT_CARD_2D,2,0,DEBIT_CARD [Auto-approved: exact amount match]
388,632,BANK_DEBIT,530,,,EXACT,BANK_DEBIT_CARD_0D,0,0,DEBIT_CARD
389,637,BILL_PAYMENT,474,,,HIGH,BANK_BILL_PAYMENT_17D,17,0,BILL_PAYMENT [Auto-approved: exact amount match]
390,640,BILL_PAYMENT,473,,,HIGH,BANK_BILL_PAYMENT_10D,10,1,BILL_PAYMENT [Auto-approved: exact amount match]
391,646,BILL_PAYMENT,467,,,HIGH,BANK_BILL_PAYMENT_8D,8,0,BILL_PAYMENT [Auto-approved: exact amount match]
392,652,BILL_PAYMENT,465,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
393,662,BILL_PAYMENT,445,,,HIGH,BANK_BILL_PAYMENT_1D,1,0,BILL_PAYMENT [Auto-approved: exact amount match]
394,677,BILL_PAYMENT,403,,,HIGH,BANK_BILL_PAYMENT_7D,7,0,BILL_PAYMENT [Auto-approved: exact amount match]
395,680,BANK_DEBIT,398,,,HIGH,BANK_DEBIT_CARD_10D,10,0,DEBIT_CARD [Auto-approved: exact amount match]
396,682,BILL_PAYMENT,405,,,HIGH,BANK_BILL_PAYMENT_0D,0,0,BILL_PAYMENT [Auto-approved: exact amount match]
397,684,BILL_PAYMENT,367,,,HIGH,BANK_BILL_PAYMENT_13D,13,0,BILL_PAYMENT [Auto-approved: exact amount match]
398,688,BILL_PAYMENT,370,,,HIGH,BANK_BILL_PAYMENT_3D,3,0,BILL_PAYMENT [Auto-approved: exact amount match]
399,702,BILL_PAYMENT,333,,,HIGH,BANK_BILL_PAYMENT_15D,15,0,BILL_PAYMENT [Auto-approved: exact amount match]
400,59,VENDOR_ETRANSFER,1656,,,HIGH,VENDOR_ETRANSFER_1D,1,0,To COVERED BRIDGE
401,104,SHAREHOLDER_REIMBURSE,1559,,,HIGH,SHAREHOLDER_ET_1D,1,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
402,121,INTERCOMPANY_PURCHASE,1521,,,HIGH,SHAREHOLDER_ET_1D,1,1,To DWAYNE RIPLEY
403,136,SHAREHOLDER_REIMBURSE,1492,,,HIGH,SHAREHOLDER_ET_7D,-7,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
404,165,INTERCOMPANY_PURCHASE,1396,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
405,187,SHAREHOLDER_REIMBURSE,1351,,,HIGH,SHAREHOLDER_ET_2D,-2,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
406,195,SHAREHOLDER_REIMBURSE,1324,,,HIGH,SHAREHOLDER_ET_0D,0,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
407,207,SHAREHOLDER_REIMBURSE,1286,,,HIGH,SHAREHOLDER_ET_7D,7,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
408,221,SHAREHOLDER_REIMBURSE,1287,,,HIGH,SHAREHOLDER_ET_2D,2,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
409,223,INTERCOMPANY_PURCHASE,1284,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
410,235,SHAREHOLDER_REIMBURSE,1225,,,HIGH,SHAREHOLDER_ET_11D,11,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
411,250,INTERCOMPANY_PURCHASE,1243,,,HIGH,SHAREHOLDER_ET_4D,-4,0,To DWAYNE RIPLEY
412,251,INTERCOMPANY_PURCHASE,1224,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
413,252,INTERCOMPANY_PURCHASE,1223,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
414,301,INTERCOMPANY_PURCHASE,1131,,,HIGH,SHAREHOLDER_ET_0D,0,3,To DWAYNE RIPLEY [Auto-approved: exact amount match]
415,314,SHAREHOLDER_REIMBURSE,1109,,,HIGH,SHAREHOLDER_ET_0D,0,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
416,344,SHAREHOLDER_REIMBURSE,1057,,,HIGH,SHAREHOLDER_ET_4D,4,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
417,347,SHAREHOLDER_REIMBURSE,1052,,,HIGH,SHAREHOLDER_ET_1D,1,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
418,349,INTERCOMPANY_PURCHASE,1059,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
419,411,SHAREHOLDER_REIMBURSE,953,,,HIGH,SHAREHOLDER_ET_4D,4,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
420,417,INTERCOMPANY_PURCHASE,954,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
421,442,INTERCOMPANY_PURCHASE,903,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
422,450,INTERCOMPANY_PURCHASE,894,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
423,490,SHAREHOLDER_REIMBURSE,781,,,HIGH,SHAREHOLDER_ET_10D,10,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
424,493,SHAREHOLDER_REIMBURSE,785,,,HIGH,SHAREHOLDER_ET_9D,9,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
425,506,INTERCOMPANY_PURCHASE,790,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
426,507,INTERCOMPANY_PURCHASE,787,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
427,555,INTERCOMPANY_PURCHASE,684,,,HIGH,SHAREHOLDER_ET_1D,1,0,To DWAYNE RIPLEY
428,635,INTERCOMPANY_PURCHASE,515,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
429,70,E_TRANSFER_REIMBURSE,1645,,,HIGH,E_TRANSFER_REIMBURSE_0D,0,0,To DANIEL GIONET - MONDOUX
430,110,E_TRANSFER_REIMBURSE,1542,,,HIGH,E_TRANSFER_REIMBURSE_1D,1,0,To SNAXIES
431,111,E_TRANSFER_REIMBURSE,1478,,,HIGH,E_TRANSFER_REIMBURSE_30D,30,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
432,145,E_TRANSFER_REIMBURSE,1447,,,HIGH,E_TRANSFER_REIMBURSE_0D,0,0,To DANIEL GIONET - MONDOUX
433,276,E_TRANSFER_REIMBURSE,1148,,,HIGH,E_TRANSFER_REIMBURSE_15D,15,0,To THOMAS MCCROSSIN [Auto-approved: exact amount match]
434,328,E_TRANSFER_REIMBURSE,1074,,,HIGH,E_TRANSFER_REIMBURSE_5D,5,0,To DENISE MANLEY
435,495,E_TRANSFER_REIMBURSE,782,,,HIGH,E_TRANSFER_REIMBURSE_9D,9,0,To ONE-TIME CONTACT KYLE MAC
436,525,E_TRANSFER_REIMBURSE,683,,,HIGH,E_TRANSFER_REIMBURSE_27D,27,0,To DWAYNE RIPLEY [Auto-approved: exact amount match]
437,36,PAD_INVOICE,1665,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2023-09-15 (1 invoices)
438,43,PAD_INVOICE,1651,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2023-09-22 (1 invoices)
439,48,PAD_INVOICE,1634,,,EXACT,PAD_GFS_SUBSET_3,18,0,PAD 2023-09-29 (3 invoices)
440,55,PAD_INVOICE,1634,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2023-09-29 (3 invoices)
441,56,PAD_INVOICE,1634,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2023-09-29 (3 invoices)
442,62,PAD_INVOICE,1623,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2023-10-06 (2 invoices)
